!Keysight Technologies,E4990A,MY54302971,A.03.06
!Date: Fri Sep 09 10:23:43 2022

BEGIN CH1_DATA
Frequency(Hz), R(Ohm)-data, X(Ohm)-data
+1.31267375000e+005, +3.12189651649e+003, -6.45068212707e+004
+1.32517350000e+005, +3.07646111454e+003, -6.39858337937e+004
+1.33767325000e+005, +3.09253602698e+003, -6.34074777914e+004
+1.35017300000e+005, +2.98798770705e+003, -6.27638207131e+004
+1.36267275000e+005, +2.94550205060e+003, -6.21896613620e+004
+1.37517250000e+005, +2.89308557315e+003, -6.16297526790e+004
+1.38767225000e+005, +2.87075464613e+003, -6.10957719095e+004
+1.40017200000e+005, +2.77159017927e+003, -6.05962782058e+004
+1.41267175000e+005, +2.78704794885e+003, -6.00348959187e+004
+1.42517150000e+005, +2.75656741275e+003, -5.95190916290e+004
+1.43767125000e+005, +2.70479775586e+003, -5.89978056305e+004
+1.45017100000e+005, +2.68115903304e+003, -5.85102912666e+004
+1.46267075000e+005, +2.63042816696e+003, -5.80201953613e+004
+1.47517050000e+005, +2.58844223161e+003, -5.75365639143e+004
+1.48767025000e+005, +2.56666008562e+003, -5.70473403267e+004
+1.50017000000e+005, +2.52366550529e+003, -5.65939673564e+004
+1.51266975000e+005, +2.47490009586e+003, -5.61298070767e+004
+1.52516950000e+005, +2.47314558447e+003, -5.56702920525e+004
+1.53766925000e+005, +2.44219251263e+003, -5.52372936200e+004
+1.55016900000e+005, +2.44324189769e+003, -5.47748539637e+004
+1.56266875000e+005, +2.39844513951e+003, -5.43586330671e+004
+1.57516850000e+005, +2.35018365475e+003, -5.39396537727e+004
+1.58766825000e+005, +2.32246618854e+003, -5.35194270133e+004
+1.60016800000e+005, +2.28067709049e+003, -5.30731001854e+004
+1.61266775000e+005, +2.27175364873e+003, -5.27087373366e+004
+1.62516750000e+005, +2.23704199639e+003, -5.23094004264e+004
+1.63766725000e+005, +2.21102150547e+003, -5.19083097155e+004
+1.65016700000e+005, +2.19993668980e+003, -5.15155530515e+004
+1.66266675000e+005, +2.18537495111e+003, -5.11493077690e+004
+1.67516650000e+005, +2.12736418743e+003, -5.07477348915e+004
+1.68766625000e+005, +2.11453924936e+003, -5.03819058092e+004
+1.70016600000e+005, +2.06616497639e+003, -5.00411305347e+004
+1.71266575000e+005, +2.05434691702e+003, -4.96907005800e+004
+1.72516550000e+005, +2.04830855145e+003, -4.93093939944e+004
+1.73766525000e+005, +1.98794625029e+003, -4.89666447394e+004
+1.75016500000e+005, +1.99701795368e+003, -4.86279580211e+004
+1.76266475000e+005, +1.98462616444e+003, -4.82779800507e+004
+1.77516450000e+005, +1.96205350001e+003, -4.79514600477e+004
+1.78766425000e+005, +1.93636084546e+003, -4.76262936059e+004
+1.80016400000e+005, +1.92709599543e+003, -4.72867006956e+004
+1.81266375000e+005, +1.90066967480e+003, -4.69653785710e+004
+1.82516350000e+005, +1.88312347295e+003, -4.66544543074e+004
+1.83766325000e+005, +1.87532549210e+003, -4.63547842849e+004
+1.85016300000e+005, +1.83805725202e+003, -4.60116091564e+004
+1.86266275000e+005, +1.82179899674e+003, -4.57278782760e+004
+1.87516250000e+005, +1.80005041916e+003, -4.54336289770e+004
+1.88766225000e+005, +1.78581426864e+003, -4.51291058618e+004
+1.90016200000e+005, +1.76898359618e+003, -4.48400584054e+004
+1.91266175000e+005, +1.74855699123e+003, -4.45501115955e+004
+1.92516150000e+005, +1.74241210329e+003, -4.42659459623e+004
+1.93766125000e+005, +1.72887074184e+003, -4.39782728265e+004
+1.95016100000e+005, +1.69735697869e+003, -4.37086340344e+004
+1.96266075000e+005, +1.67291069190e+003, -4.34228059895e+004
+1.97516050000e+005, +1.67576706371e+003, -4.31600105462e+004
+1.98766025000e+005, +1.66105194074e+003, -4.28814456488e+004
+2.00016000000e+005, +1.63440554646e+003, -4.26364358089e+004
+2.01265975000e+005, +1.61534213438e+003, -4.23619457811e+004
+2.02515950000e+005, +1.61144413689e+003, -4.20991428799e+004
+2.03765925000e+005, +1.59151703946e+003, -4.18496911358e+004
+2.05015900000e+005, +1.58292149557e+003, -4.16075106326e+004
+2.06265875000e+005, +1.55947405050e+003, -4.13691278668e+004
+2.07515850000e+005, +1.54748271976e+003, -4.11112274551e+004
+2.08765825000e+005, +1.53015676455e+003, -4.08689851765e+004
+2.10015800000e+005, +1.52484182630e+003, -4.06208775663e+004
+2.11265775000e+005, +1.51098957836e+003, -4.03886782325e+004
+2.12515750000e+005, +1.49343437277e+003, -4.01622396714e+004
+2.13765725000e+005, +1.49381452410e+003, -3.99189784353e+004
+2.15015700000e+005, +1.47498188913e+003, -3.96946467058e+004
+2.16265675000e+005, +1.45588971025e+003, -3.94681058334e+004
+2.17515650000e+005, +1.44997029659e+003, -3.92407281483e+004
+2.18765625000e+005, +1.43794745931e+003, -3.90290153940e+004
+2.20015600000e+005, +1.41783320947e+003, -3.87936039550e+004
+2.21265575000e+005, +1.41732679775e+003, -3.85974361804e+004
+2.22515550000e+005, +1.40258397518e+003, -3.83707568102e+004
+2.23765525000e+005, +1.37890807657e+003, -3.81481273078e+004
+2.25015500000e+005, +1.38101986018e+003, -3.79587148742e+004
+2.26265475000e+005, +1.36240903394e+003, -3.77607292305e+004
+2.27515450000e+005, +1.35888321460e+003, -3.75458688749e+004
+2.28765425000e+005, +1.36356795896e+003, -3.73394854016e+004
+2.30015400000e+005, +1.34359222260e+003, -3.71342517192e+004
+2.31265375000e+005, +1.32166764105e+003, -3.69466049677e+004
+2.32515350000e+005, +1.30297913961e+003, -3.67461631116e+004
+2.33765325000e+005, +1.31776938868e+003, -3.65409484307e+004
+2.35015300000e+005, +1.29687552622e+003, -3.63634820417e+004
+2.36265275000e+005, +1.30285769287e+003, -3.61751465164e+004
+2.37515250000e+005, +1.29420827882e+003, -3.59813036319e+004
+2.38765225000e+005, +1.26908489584e+003, -3.58032308391e+004
+2.40015200000e+005, +1.25322140041e+003, -3.56217090047e+004
+2.41265175000e+005, +1.25227570859e+003, -3.54323165838e+004
+2.42515150000e+005, +1.25371958688e+003, -3.52510973671e+004
+2.43765125000e+005, +1.23364957340e+003, -3.50742220378e+004
+2.45015100000e+005, +1.22289176643e+003, -3.49002109352e+004
+2.46265075000e+005, +1.20738227907e+003, -3.47220356446e+004
+2.47515050000e+005, +1.19609329821e+003, -3.45507801691e+004
+2.48765025000e+005, +1.19830658097e+003, -3.43794730950e+004
+2.50015000000e+005, +1.19094629868e+003, -3.41990241791e+004
+2.51264975000e+005, +1.18647247521e+003, -3.40400245354e+004
+2.52514950000e+005, +1.17496431587e+003, -3.38742887232e+004
+2.53764925000e+005, +1.15653809046e+003, -3.37112331621e+004
+2.55014900000e+005, +1.15627573894e+003, -3.35482448474e+004
+2.56264875000e+005, +1.14161440285e+003, -3.33858834416e+004
+2.57514850000e+005, +1.14830047499e+003, -3.32090053337e+004
+2.58764825000e+005, +1.13250273085e+003, -3.30728874625e+004
+2.60014800000e+005, +1.12515251161e+003, -3.29148807618e+004
+2.61264775000e+005, +1.11219021903e+003, -3.27533177814e+004
+2.62514750000e+005, +1.10431349266e+003, -3.25992086326e+004
+2.63764725000e+005, +1.10208832978e+003, -3.24480261580e+004
+2.65014700000e+005, +1.08886630477e+003, -3.23043251377e+004
+2.66264675000e+005, +1.08954539718e+003, -3.21508466708e+004
+2.67514650000e+005, +1.07596382954e+003, -3.20122113824e+004
+2.68764625000e+005, +1.07566273821e+003, -3.18513066310e+004
+2.70014600000e+005, +1.06125098783e+003, -3.17117947492e+004
+2.71264575000e+005, +1.05397774650e+003, -3.15667545763e+004
+2.72514550000e+005, +1.05018425810e+003, -3.14247515946e+004
+2.73764525000e+005, +1.04803605008e+003, -3.12811745805e+004
+2.75014500000e+005, +1.03587853616e+003, -3.11416396581e+004
+2.76264475000e+005, +1.02379742626e+003, -3.09984341832e+004
+2.77514450000e+005, +1.02801944945e+003, -3.08657014826e+004
+2.78764425000e+005, +1.01671215465e+003, -3.07305090704e+004
+2.80014400000e+005, +1.01288244927e+003, -3.05911430439e+004
+2.81264375000e+005, +1.00005887191e+003, -3.04572779561e+004
+2.82514350000e+005, +9.99922817992e+002, -3.03265711283e+004
+2.83764325000e+005, +9.87822842596e+002, -3.01952989497e+004
+2.85014300000e+005, +9.83853062215e+002, -3.00711565732e+004
+2.86264275000e+005, +9.81890836058e+002, -2.99446371690e+004
+2.87514250000e+005, +9.82813336071e+002, -2.98169785916e+004
+2.88764225000e+005, +9.66898984273e+002, -2.96792220891e+004
+2.90014200000e+005, +9.57790798514e+002, -2.95427101567e+004
+2.91264175000e+005, +9.58791193708e+002, -2.94260899023e+004
+2.92514150000e+005, +9.46799449211e+002, -2.93049594543e+004
+2.93764125000e+005, +9.43138634490e+002, -2.91820397464e+004
+2.95014100000e+005, +9.42112273324e+002, -2.90608539600e+004
+2.96264075000e+005, +9.27581819256e+002, -2.89330183335e+004
+2.97514050000e+005, +9.28316004136e+002, -2.88173061465e+004
+2.98764025000e+005, +9.23963992556e+002, -2.86984688755e+004
+3.00014000000e+005, +9.16315092249e+002, -2.85807122917e+004
+3.01263975000e+005, +9.09254222840e+002, -2.84670385753e+004
+3.02513950000e+005, +9.09009983879e+002, -2.83475004613e+004
+3.03763925000e+005, +9.01654829054e+002, -2.82300276753e+004
+3.05013900000e+005, +8.88340102464e+002, -2.81275296799e+004
+3.06263875000e+005, +8.98016687058e+002, -2.80050556671e+004
+3.07513850000e+005, +8.90023038030e+002, -2.78917314925e+004
+3.08763825000e+005, +8.82948612902e+002, -2.77760090166e+004
+3.10013800000e+005, +8.82061918675e+002, -2.76689567851e+004
+3.11263775000e+005, +8.66097938747e+002, -2.75651561214e+004
+3.12513750000e+005, +8.66260982217e+002, -2.74680292627e+004
+3.13763725000e+005, +8.56222541929e+002, -2.73485414269e+004
+3.15013700000e+005, +8.63418822881e+002, -2.72327859431e+004
+3.16263675000e+005, +8.53112185947e+002, -2.71305416196e+004
+3.17513650000e+005, +8.49858407731e+002, -2.70269504164e+004
+3.18763625000e+005, +8.46993233032e+002, -2.69209683869e+004
+3.20013600000e+005, +8.35341992213e+002, -2.68169823303e+004
+3.21263575000e+005, +8.35692060755e+002, -2.67286684845e+004
+3.22513550000e+005, +8.32715506430e+002, -2.66151470425e+004
+3.23763525000e+005, +8.27432799695e+002, -2.65121645854e+004
+3.25013500000e+005, +8.19124756584e+002, -2.64106153209e+004
+3.26263475000e+005, +8.21706070608e+002, -2.63106987027e+004
+3.27513450000e+005, +8.14111887058e+002, -2.62115064712e+004
+3.28763425000e+005, +8.09837015056e+002, -2.61165586717e+004
+3.30013400000e+005, +8.07124526299e+002, -2.60148083318e+004
+3.31263375000e+005, +7.98639770886e+002, -2.59133187800e+004
+3.32513350000e+005, +7.96461070410e+002, -2.58214399587e+004
+3.33763325000e+005, +8.06022547669e+002, -2.57265595312e+004
+3.35013300000e+005, +7.87967243064e+002, -2.56354882578e+004
+3.36263275000e+005, +7.84180911478e+002, -2.55408146485e+004
+3.37513250000e+005, +7.83547582428e+002, -2.54448690762e+004
+3.38763225000e+005, +7.86726487203e+002, -2.53499855495e+004
+3.40013200000e+005, +7.73938791047e+002, -2.52601767131e+004
+3.41263175000e+005, +7.65324793574e+002, -2.51582280782e+004
+3.42513150000e+005, +7.73696306776e+002, -2.50779708268e+004
+3.43763125000e+005, +7.64705388890e+002, -2.49881051473e+004
+3.45013100000e+005, +7.58541697633e+002, -2.48930661410e+004
+3.46263075000e+005, +7.53891774540e+002, -2.48034930027e+004
+3.47513050000e+005, +7.53157904764e+002, -2.47224104356e+004
+3.48763025000e+005, +7.50683788348e+002, -2.46378993419e+004
+3.50013000000e+005, +7.45962467874e+002, -2.45434074082e+004
+3.51262975000e+005, +7.42259280628e+002, -2.44610847444e+004
+3.52512950000e+005, +7.39607719509e+002, -2.43739427799e+004
+3.53762925000e+005, +7.37351243354e+002, -2.42917900672e+004
+3.55012900000e+005, +7.27938116799e+002, -2.42120386510e+004
+3.56262875000e+005, +7.32348611701e+002, -2.41244551442e+004
+3.57512850000e+005, +7.25062680191e+002, -2.40411787808e+004
+3.58762825000e+005, +7.20339401043e+002, -2.39585186402e+004
+3.60012800000e+005, +7.20497964905e+002, -2.38669059632e+004
+3.61262775000e+005, +7.12989039749e+002, -2.37909129093e+004
+3.62512750000e+005, +7.09680119345e+002, -2.37100262360e+004
+3.63762725000e+005, +7.05932308164e+002, -2.36289436156e+004
+3.65012700000e+005, +7.03564110779e+002, -2.35576052215e+004
+3.66262675000e+005, +6.95550248239e+002, -2.34704082359e+004
+3.67512650000e+005, +7.02159797740e+002, -2.33925391296e+004
+3.68762625000e+005, +6.95499439053e+002, -2.33156879059e+004
+3.70012600000e+005, +6.92682945030e+002, -2.32345316861e+004
+3.71262575000e+005, +6.89889537487e+002, -2.31600235021e+004
+3.72512550000e+005, +6.89921613526e+002, -2.30819843642e+004
+3.73762525000e+005, +6.85491177734e+002, -2.30074886760e+004
+3.75012500000e+005, +6.79492367877e+002, -2.29305297923e+004
+3.76262475000e+005, +6.75673046065e+002, -2.28583351485e+004
+3.77512450000e+005, +6.75414283414e+002, -2.27874328721e+004
+3.78762425000e+005, +6.72680903024e+002, -2.27056708142e+004
+3.80012400000e+005, +6.69106862658e+002, -2.26357816154e+004
+3.81262375000e+005, +6.64715709817e+002, -2.25604187328e+004
+3.82512350000e+005, +6.64216496994e+002, -2.24909902830e+004
+3.83762325000e+005, +6.56780890301e+002, -2.24173600648e+004
+3.85012300000e+005, +6.59844399859e+002, -2.23465863999e+004
+3.86262275000e+005, +6.53881973828e+002, -2.22737772559e+004
+3.87512250000e+005, +6.53880442493e+002, -2.22001462825e+004
+3.88762225000e+005, +6.47343851495e+002, -2.21340877416e+004
+3.90012200000e+005, +6.44970769918e+002, -2.20616271336e+004
+3.91262175000e+005, +6.42371879950e+002, -2.19927681171e+004
+3.92512150000e+005, +6.39445076608e+002, -2.19239248612e+004
+3.93762125000e+005, +6.37271973028e+002, -2.18474353783e+004
+3.95012100000e+005, +6.33263873318e+002, -2.17835072870e+004
+3.96262075000e+005, +6.33223587343e+002, -2.17199524518e+004
+3.97512050000e+005, +6.29523376238e+002, -2.16506798774e+004
+3.98762025000e+005, +6.27217599851e+002, -2.15830112927e+004
+4.00012000000e+005, +6.24446261474e+002, -2.15197994649e+004
+4.01261975000e+005, +6.20671191060e+002, -2.14502422788e+004
+4.02511950000e+005, +6.20457969373e+002, -2.13872923163e+004
+4.03761925000e+005, +6.15702078376e+002, -2.13233184934e+004
+4.05011900000e+005, +6.13272734837e+002, -2.12579333746e+004
+4.06261875000e+005, +6.07980776532e+002, -2.11945405234e+004
+4.07511850000e+005, +6.06725109229e+002, -2.11296959075e+004
+4.08761825000e+005, +6.08181012023e+002, -2.10636044800e+004
+4.10011800000e+005, +6.01473060056e+002, -2.10015785997e+004
+4.11261775000e+005, +6.01733260330e+002, -2.09393913072e+004
+4.12511750000e+005, +5.97166662504e+002, -2.08771639828e+004
+4.13761725000e+005, +5.95832060473e+002, -2.08126538999e+004
+4.15011700000e+005, +5.95574988688e+002, -2.07514490437e+004
+4.16261675000e+005, +5.92233573324e+002, -2.06931233960e+004
+4.17511650000e+005, +5.91641864940e+002, -2.06289741744e+004
+4.18761625000e+005, +5.89754856581e+002, -2.05744927955e+004
+4.20011600000e+005, +5.88877434351e+002, -2.05092411594e+004
+4.21261575000e+005, +5.81397286068e+002, -2.04488604846e+004
+4.22511550000e+005, +5.79342146867e+002, -2.03915384035e+004
+4.23761525000e+005, +5.76925080486e+002, -2.03315653688e+004
+4.25011500000e+005, +5.78377725038e+002, -2.02703409518e+004
+4.26261475000e+005, +5.71536730272e+002, -2.02165038901e+004
+4.27511450000e+005, +5.73809808624e+002, -2.01559851809e+004
+4.28761425000e+005, +5.71580032376e+002, -2.01008284299e+004
+4.30011400000e+005, +5.69527279756e+002, -2.00430485879e+004
+4.31261375000e+005, +5.63139523309e+002, -1.99813859271e+004
+4.32511350000e+005, +5.64318605392e+002, -1.99270064868e+004
+4.33761325000e+005, +5.60078660347e+002, -1.98694391786e+004
+4.35011300000e+005, +5.60613815903e+002, -1.98168884400e+004
+4.36261275000e+005, +5.58524331693e+002, -1.97571308567e+004
+4.37511250000e+005, +5.57148834460e+002, -1.97050140299e+004
+4.38761225000e+005, +5.52461626811e+002, -1.96453796239e+004
+4.40011200000e+005, +5.51094322754e+002, -1.95943558904e+004
+4.41261175000e+005, +5.51290075226e+002, -1.95376960344e+004
+4.42511150000e+005, +5.44920521797e+002, -1.94837445609e+004
+4.43761125000e+005, +5.43961848987e+002, -1.94313157675e+004
+4.45011100000e+005, +5.43477141788e+002, -1.93784074768e+004
+4.46261075000e+005, +5.41035362424e+002, -1.93229407150e+004
+4.47511050000e+005, +5.41127951593e+002, -1.92701681021e+004
+4.48761025000e+005, +5.36110498031e+002, -1.92193180258e+004
+4.50011000000e+005, +5.36071796796e+002, -1.91673657133e+004
+4.51260975000e+005, +5.33872482485e+002, -1.91145272850e+004
+4.52510950000e+005, +5.30941855024e+002, -1.90611941219e+004
+4.53760925000e+005, +5.29867113797e+002, -1.90099066558e+004
+4.55010900000e+005, +5.28751823268e+002, -1.89598329466e+004
+4.56260875000e+005, +5.26336389344e+002, -1.89072525998e+004
+4.57510850000e+005, +5.26288510110e+002, -1.88577185020e+004
+4.58760825000e+005, +5.24863549766e+002, -1.88083278860e+004
+4.60010800000e+005, +5.21872154983e+002, -1.87570965758e+004
+4.61260775000e+005, +5.18431822712e+002, -1.87062714152e+004
+4.62510750000e+005, +5.16398417663e+002, -1.86554964823e+004
+4.63760725000e+005, +5.15399117427e+002, -1.86067312659e+004
+4.65010700000e+005, +5.10439045344e+002, -1.85589324629e+004
+4.66260675000e+005, +5.12869920920e+002, -1.85102503949e+004
+4.67510650000e+005, +5.10546511173e+002, -1.84619358027e+004
+4.68760625000e+005, +5.09280854889e+002, -1.84116567348e+004
+4.70010600000e+005, +5.07518087774e+002, -1.83647489300e+004
+4.71260575000e+005, +5.03829209794e+002, -1.83151550660e+004
+4.72510550000e+005, +5.02042266163e+002, -1.82687867344e+004
+4.73760525000e+005, +5.02259765856e+002, -1.82217278816e+004
+4.75010500000e+005, +4.99247042821e+002, -1.81741800866e+004
+4.76260475000e+005, +4.97360409247e+002, -1.81300385629e+004
+4.77510450000e+005, +4.96776894439e+002, -1.80792843599e+004
+4.78760425000e+005, +4.93073725580e+002, -1.80314637921e+004
+4.80010400000e+005, +4.95967004853e+002, -1.79866248371e+004
+4.81260375000e+005, +4.92304632406e+002, -1.79410230625e+004
+4.82510350000e+005, +4.90726245639e+002, -1.78953618320e+004
+4.83760325000e+005, +4.89227898566e+002, -1.78501015361e+004
+4.85010300000e+005, +4.87083323650e+002, -1.78032637236e+004
+4.86260275000e+005, +4.85549280490e+002, -1.77578949075e+004
+4.87510250000e+005, +4.84195220377e+002, -1.77125626585e+004
+4.88760225000e+005, +4.82634517810e+002, -1.76676660686e+004
+4.90010200000e+005, +4.78936162761e+002, -1.76211025194e+004
+4.91260175000e+005, +4.77395508060e+002, -1.75792390965e+004
+4.92510150000e+005, +4.76175586354e+002, -1.75333457284e+004
+4.93760125000e+005, +4.76110145934e+002, -1.74918685718e+004
+4.95010100000e+005, +4.74041804258e+002, -1.74484283591e+004
+4.96260075000e+005, +4.73100194306e+002, -1.74052835276e+004
+4.97510050000e+005, +4.72218728603e+002, -1.73635669589e+004
+4.98760025000e+005, +4.69911072657e+002, -1.73178903532e+004
+5.00010000000e+005, +4.68746641825e+002, -1.72771904068e+004
+5.01259975000e+005, +4.67131861253e+002, -1.72338480900e+004
+5.02509950000e+005, +4.64304728486e+002, -1.71886519886e+004
+5.03759925000e+005, +4.65950087936e+002, -1.71493886346e+004
+5.05009900000e+005, +4.61808752345e+002, -1.71003498134e+004
+5.06259875000e+005, +4.62240743846e+002, -1.70656101016e+004
+5.07509850000e+005, +4.60216419251e+002, -1.70223661258e+004
+5.08759825000e+005, +4.56665327584e+002, -1.69850361283e+004
+5.10009800000e+005, +4.59983218641e+002, -1.69410228408e+004
+5.11259775000e+005, +4.52753642565e+002, -1.69013766200e+004
+5.12509750000e+005, +4.55182876060e+002, -1.68604315786e+004
+5.13759725000e+005, +4.52134005272e+002, -1.68201173648e+004
+5.15009700000e+005, +4.50984631625e+002, -1.67784529836e+004
+5.16259675000e+005, +4.49155832974e+002, -1.67387358541e+004
+5.17509650000e+005, +4.49097323914e+002, -1.66973735159e+004
+5.18759625000e+005, +4.47507614240e+002, -1.66593979617e+004
+5.20009600000e+005, +4.45474197098e+002, -1.66197936319e+004
+5.21259575000e+005, +4.44372093359e+002, -1.65805719579e+004
