!Keysight Technologies,E4990A,MY54302971,A.03.06
!Date: Thu Sep 08 16:56:13 2022

BEGIN CH1_DATA
Frequency(Hz), R(Ohm)-data, X(Ohm)-data
+2.01265975000e+005, +1.76526975199e+003, -4.30850263916e+004
+2.02515950000e+005, +1.74629269013e+003, -4.28252285154e+004
+2.03765925000e+005, +1.73596088675e+003, -4.25649702825e+004
+2.05015900000e+005, +1.71527135950e+003, -4.23103493586e+004
+2.06265875000e+005, +1.70985678423e+003, -4.20494937940e+004
+2.07515850000e+005, +1.69609130789e+003, -4.18051453285e+004
+2.08765825000e+005, +1.68280655530e+003, -4.15495655714e+004
+2.10015800000e+005, +1.67379057117e+003, -4.13115431714e+004
+2.11265775000e+005, +1.65158739179e+003, -4.10711759656e+004
+2.12515750000e+005, +1.64031942382e+003, -4.08318661221e+004
+2.13765725000e+005, +1.62069055328e+003, -4.05920821038e+004
+2.15015700000e+005, +1.62410248905e+003, -4.03686317802e+004
+2.16265675000e+005, +1.60823912025e+003, -4.01356269297e+004
+2.17515650000e+005, +1.59656642881e+003, -3.99074884273e+004
+2.18765625000e+005, +1.58203473637e+003, -3.96909093474e+004
+2.20015600000e+005, +1.57174244880e+003, -3.94649926443e+004
+2.21265575000e+005, +1.55943936237e+003, -3.92406041348e+004
+2.22515550000e+005, +1.55162397222e+003, -3.90280267176e+004
+2.23765525000e+005, +1.53695908611e+003, -3.88198155477e+004
+2.25015500000e+005, +1.53169348488e+003, -3.86082788219e+004
+2.26265475000e+005, +1.51243509746e+003, -3.83963462330e+004
+2.27515450000e+005, +1.50270820115e+003, -3.81842222372e+004
+2.28765425000e+005, +1.49467196830e+003, -3.79852832150e+004
+2.30015400000e+005, +1.48958495953e+003, -3.77769525273e+004
+2.31265375000e+005, +1.47399866247e+003, -3.75785742618e+004
+2.32515350000e+005, +1.45243080936e+003, -3.73823847329e+004
+2.33765325000e+005, +1.45084663842e+003, -3.71849696601e+004
+2.35015300000e+005, +1.44901750090e+003, -3.69912537236e+004
+2.36265275000e+005, +1.42852258606e+003, -3.68032122523e+004
+2.37515250000e+005, +1.42235317458e+003, -3.66097847709e+004
+2.38765225000e+005, +1.40840907116e+003, -3.64241989671e+004
+2.40015200000e+005, +1.40028653042e+003, -3.62333783216e+004
+2.41265175000e+005, +1.39500583250e+003, -3.60498219060e+004
+2.42515150000e+005, +1.38525359134e+003, -3.58642336095e+004
+2.43765125000e+005, +1.37537933303e+003, -3.56873984865e+004
+2.45015100000e+005, +1.36578767700e+003, -3.55090670767e+004
+2.46265075000e+005, +1.35275852996e+003, -3.53335524811e+004
+2.47515050000e+005, +1.35023884672e+003, -3.51535590069e+004
+2.48765025000e+005, +1.33917345276e+003, -3.49878046669e+004
+2.50015000000e+005, +1.33554238433e+003, -3.48152334530e+004
+2.51264975000e+005, +1.32712031231e+003, -3.46424438651e+004
+2.52514950000e+005, +1.31691019784e+003, -3.44688817850e+004
+2.53764925000e+005, +1.30413635803e+003, -3.43088502724e+004
+2.55014900000e+005, +1.29822147700e+003, -3.41438228284e+004
+2.56264875000e+005, +1.29394768763e+003, -3.39695896272e+004
+2.57514850000e+005, +1.28550170425e+003, -3.38126651516e+004
+2.58764825000e+005, +1.27449291700e+003, -3.36637049126e+004
+2.60014800000e+005, +1.26397009533e+003, -3.34966521970e+004
+2.61264775000e+005, +1.25657448055e+003, -3.33367009229e+004
+2.62514750000e+005, +1.25315311115e+003, -3.31804590943e+004
+2.63764725000e+005, +1.24385082860e+003, -3.30269869148e+004
+2.65014700000e+005, +1.23791581649e+003, -3.28795564563e+004
+2.66264675000e+005, +1.23229960069e+003, -3.27244687412e+004
+2.67514650000e+005, +1.21671212339e+003, -3.25725684707e+004
+2.68764625000e+005, +1.21666853164e+003, -3.24250003902e+004
+2.70014600000e+005, +1.20871905266e+003, -3.22800353175e+004
+2.71264575000e+005, +1.19900755105e+003, -3.21329366854e+004
+2.72514550000e+005, +1.19593216292e+003, -3.19946012572e+004
+2.73764525000e+005, +1.19457300029e+003, -3.18409462023e+004
+2.75014500000e+005, +1.18086484770e+003, -3.17040156461e+004
+2.76264475000e+005, +1.17655401055e+003, -3.15617534423e+004
+2.77514450000e+005, +1.16449648705e+003, -3.14223598138e+004
+2.78764425000e+005, +1.16097511488e+003, -3.12830102029e+004
+2.80014400000e+005, +1.15442932713e+003, -3.11437101964e+004
+2.81264375000e+005, +1.14922626813e+003, -3.10134026103e+004
+2.82514350000e+005, +1.13932985538e+003, -3.08734301563e+004
+2.83764325000e+005, +1.13560666496e+003, -3.07525685167e+004
+2.85014300000e+005, +1.12784632836e+003, -3.06096099800e+004
+2.86264275000e+005, +1.12141675827e+003, -3.04822877661e+004
+2.87514250000e+005, +1.11330815231e+003, -3.03463484946e+004
+2.88764225000e+005, +1.10906888940e+003, -3.02193630511e+004
+2.90014200000e+005, +1.09778753097e+003, -3.00749170030e+004
+2.91264175000e+005, +1.10137650146e+003, -2.99662979878e+004
+2.92514150000e+005, +1.09333854270e+003, -2.98358643865e+004
+2.93764125000e+005, +1.08675641487e+003, -2.97126474457e+004
+2.95014100000e+005, +1.08059993990e+003, -2.95909466857e+004
+2.96264075000e+005, +1.06574774216e+003, -2.94541745576e+004
+2.97514050000e+005, +1.06941931279e+003, -2.93449694649e+004
+2.98764025000e+005, +1.06415956966e+003, -2.92228863459e+004
+3.00014000000e+005, +1.05637381374e+003, -2.90990376479e+004
+3.01263975000e+005, +1.05468025808e+003, -2.89895297817e+004
+3.02513950000e+005, +1.04772896498e+003, -2.88712021038e+004
+3.03763925000e+005, +1.04496993812e+003, -2.87556171023e+004
+3.05013900000e+005, +1.03498954738e+003, -2.86373454633e+004
+3.06263875000e+005, +1.03191580073e+003, -2.85235907122e+004
+3.07513850000e+005, +1.02841085280e+003, -2.84047064208e+004
+3.08763825000e+005, +1.02726059968e+003, -2.82922237389e+004
+3.10013800000e+005, +1.01441355640e+003, -2.81824664726e+004
+3.11263775000e+005, +1.01495354643e+003, -2.80717513127e+004
+3.12513750000e+005, +1.00717054136e+003, -2.79613449183e+004
+3.13763725000e+005, +1.00070387022e+003, -2.78523023849e+004
+3.15013700000e+005, +9.96314840630e+002, -2.77464809996e+004
+3.16263675000e+005, +9.91281399236e+002, -2.76408781891e+004
+3.17513650000e+005, +9.84192657574e+002, -2.75310253446e+004
+3.18763625000e+005, +9.81503218443e+002, -2.74178465024e+004
+3.20013600000e+005, +9.78578971700e+002, -2.73195118258e+004
+3.21263575000e+005, +9.78685807793e+002, -2.72095680661e+004
+3.22513550000e+005, +9.62251577554e+002, -2.71121516098e+004
+3.23763525000e+005, +9.65166776245e+002, -2.70071025168e+004
+3.25013500000e+005, +9.56691655395e+002, -2.69073662937e+004
+3.26263475000e+005, +9.58942928549e+002, -2.68033851949e+004
+3.27513450000e+005, +9.42936942698e+002, -2.67022958367e+004
+3.28763425000e+005, +9.41760491876e+002, -2.66068195178e+004
+3.30013400000e+005, +9.44252694879e+002, -2.65044780386e+004
+3.31263375000e+005, +9.36216147527e+002, -2.64043729703e+004
+3.32513350000e+005, +9.28191934203e+002, -2.63114169099e+004
+3.33763325000e+005, +9.33520524037e+002, -2.62092684654e+004
+3.35013300000e+005, +9.25431014979e+002, -2.61168891898e+004
+3.36263275000e+005, +9.19876503507e+002, -2.60191227763e+004
+3.37513250000e+005, +9.18532122539e+002, -2.59170122138e+004
+3.38763225000e+005, +9.14918003586e+002, -2.58324475615e+004
+3.40013200000e+005, +9.07702966883e+002, -2.57372066553e+004
+3.41263175000e+005, +9.01600650639e+002, -2.56482720455e+004
+3.42513150000e+005, +8.98017733813e+002, -2.55550010944e+004
+3.43763125000e+005, +8.91128866881e+002, -2.54618755136e+004
+3.45013100000e+005, +8.90374076206e+002, -2.53744456651e+004
+3.46263075000e+005, +8.83341563571e+002, -2.52799579078e+004
+3.47513050000e+005, +8.82651149283e+002, -2.51873178393e+004
+3.48763025000e+005, +8.82325619684e+002, -2.51034812403e+004
+3.50013000000e+005, +8.77367082126e+002, -2.50149927371e+004
+3.51262975000e+005, +8.72997246216e+002, -2.49256353166e+004
+3.52512950000e+005, +8.68316995632e+002, -2.48426131191e+004
+3.53762925000e+005, +8.64176391865e+002, -2.47543349104e+004
+3.55012900000e+005, +8.57217587012e+002, -2.46724984757e+004
+3.56262875000e+005, +8.55796266296e+002, -2.45860003884e+004
+3.57512850000e+005, +8.56822938303e+002, -2.44999361597e+004
+3.58762825000e+005, +8.47663767301e+002, -2.44183749543e+004
+3.60012800000e+005, +8.48126814653e+002, -2.43332165615e+004
+3.61262775000e+005, +8.42169602642e+002, -2.42498051722e+004
+3.62512750000e+005, +8.41332504766e+002, -2.41683688669e+004
+3.63762725000e+005, +8.37699013928e+002, -2.40847143450e+004
+3.65012700000e+005, +8.33147414716e+002, -2.40034898867e+004
+3.66262675000e+005, +8.30448605067e+002, -2.39241024284e+004
+3.67512650000e+005, +8.30560159666e+002, -2.38452938683e+004
+3.68762625000e+005, +8.19007146735e+002, -2.37634471839e+004
+3.70012600000e+005, +8.21044735791e+002, -2.36867040577e+004
+3.71262575000e+005, +8.17578693968e+002, -2.36132804542e+004
+3.72512550000e+005, +8.11277112603e+002, -2.35303867979e+004
+3.73762525000e+005, +8.08179276270e+002, -2.34527442397e+004
+3.75012500000e+005, +8.07609643964e+002, -2.33764383047e+004
+3.76262475000e+005, +7.92121376158e+002, -2.32950081930e+004
+3.77512450000e+005, +7.98751036273e+002, -2.32249326358e+004
+3.78762425000e+005, +7.94235837964e+002, -2.31505554854e+004
+3.80012400000e+005, +7.93924223096e+002, -2.30745589380e+004
+3.81262375000e+005, +7.89577469096e+002, -2.30010697483e+004
+3.82512350000e+005, +7.87133968348e+002, -2.29255002002e+004
+3.83762325000e+005, +7.82026203384e+002, -2.28543053398e+004
+3.85012300000e+005, +7.80530562522e+002, -2.27788219842e+004
+3.86262275000e+005, +7.82709905901e+002, -2.27060837598e+004
+3.87512250000e+005, +7.75315750333e+002, -2.26367226653e+004
+3.88762225000e+005, +7.69726318970e+002, -2.25642420138e+004
+3.90012200000e+005, +7.69439957831e+002, -2.24942497297e+004
+3.91262175000e+005, +7.66611277982e+002, -2.24220572842e+004
+3.92512150000e+005, +7.63949847944e+002, -2.23525252699e+004
+3.93762125000e+005, +7.61353440259e+002, -2.22825914395e+004
+3.95012100000e+005, +7.56993275896e+002, -2.22159552046e+004
+3.96262075000e+005, +7.54252858465e+002, -2.21422603104e+004
+3.97512050000e+005, +7.50937621863e+002, -2.20769918984e+004
+3.98762025000e+005, +7.50017868128e+002, -2.20039629884e+004
+4.00012000000e+005, +7.44938736026e+002, -2.19414038566e+004
+4.01261975000e+005, +7.42368986595e+002, -2.18729560654e+004
+4.02511950000e+005, +7.38125300933e+002, -2.18082517161e+004
+4.03761925000e+005, +7.36151124948e+002, -2.17426752602e+004
+4.05011900000e+005, +7.34148265954e+002, -2.16750956898e+004
+4.06261875000e+005, +7.31019784675e+002, -2.16109144674e+004
+4.07511850000e+005, +7.31747540797e+002, -2.15422751590e+004
+4.08761825000e+005, +7.29154291098e+002, -2.14815220941e+004
+4.10011800000e+005, +7.23622504337e+002, -2.14158242401e+004
+4.11261775000e+005, +7.19298173248e+002, -2.13533400690e+004
+4.12511750000e+005, +7.19709418170e+002, -2.12870012341e+004
+4.13761725000e+005, +7.16768761945e+002, -2.12239577625e+004
+4.15011700000e+005, +7.13356858251e+002, -2.11594648338e+004
+4.16261675000e+005, +7.11942857289e+002, -2.10989208725e+004
+4.17511650000e+005, +7.10871032818e+002, -2.10359928638e+004
+4.18761625000e+005, +7.05940202777e+002, -2.09773698800e+004
+4.20011600000e+005, +7.03215643913e+002, -2.09133803696e+004
+4.21261575000e+005, +7.02867265009e+002, -2.08529259719e+004
+4.22511550000e+005, +6.99278831788e+002, -2.07930323440e+004
+4.23761525000e+005, +6.96991057775e+002, -2.07321433617e+004
+4.25011500000e+005, +6.89430079541e+002, -2.06700705328e+004
+4.26261475000e+005, +6.93414922623e+002, -2.06092137849e+004
+4.27511450000e+005, +6.89114214909e+002, -2.05534746259e+004
+4.28761425000e+005, +6.86810564890e+002, -2.04949629549e+004
+4.30011400000e+005, +6.85190593976e+002, -2.04352906570e+004
+4.31261375000e+005, +6.82465582936e+002, -2.03765042258e+004
+4.32511350000e+005, +6.80382884065e+002, -2.03201785537e+004
+4.33761325000e+005, +6.78292084743e+002, -2.02626395597e+004
+4.35011300000e+005, +6.72223169949e+002, -2.02068925613e+004
+4.36261275000e+005, +6.72263420905e+002, -2.01493434429e+004
+4.37511250000e+005, +6.71414981447e+002, -2.00903060694e+004
+4.38761225000e+005, +6.68651936707e+002, -2.00338220494e+004
+4.40011200000e+005, +6.67501609712e+002, -1.99805718949e+004
+4.41261175000e+005, +6.65634700371e+002, -1.99241686238e+004
+4.42511150000e+005, +6.61938404817e+002, -1.98687446376e+004
+4.43761125000e+005, +6.59801422136e+002, -1.98139497951e+004
+4.45011100000e+005, +6.57875217513e+002, -1.97594261873e+004
+4.46261075000e+005, +6.55794427650e+002, -1.97051621020e+004
+4.47511050000e+005, +6.55282425107e+002, -1.96497649231e+004
+4.48761025000e+005, +6.52004990714e+002, -1.95968747031e+004
+4.50011000000e+005, +6.47632688870e+002, -1.95450506648e+004
+4.51260975000e+005, +6.46961041129e+002, -1.94904164489e+004
+4.52510950000e+005, +6.46306113861e+002, -1.94379099600e+004
+4.53760925000e+005, +6.42773358643e+002, -1.93856539077e+004
+4.55010900000e+005, +6.41270229569e+002, -1.93323183574e+004
+4.56260875000e+005, +6.39455767307e+002, -1.92802814478e+004
+4.57510850000e+005, +6.35947809459e+002, -1.92295527667e+004
+4.58760825000e+005, +6.34716609946e+002, -1.91798277641e+004
+4.60010800000e+005, +6.32697808084e+002, -1.91267344027e+004
+4.61260775000e+005, +6.27090100005e+002, -1.90758449130e+004
+4.62510750000e+005, +6.28609341780e+002, -1.90244755082e+004
+4.63760725000e+005, +6.27370046380e+002, -1.89736134222e+004
+4.65010700000e+005, +6.23366117842e+002, -1.89239555670e+004
+4.66260675000e+005, +6.22938408405e+002, -1.88733491244e+004
+4.67510650000e+005, +6.20902297828e+002, -1.88253008806e+004
+4.68760625000e+005, +6.17504605366e+002, -1.87804856088e+004
+4.70010600000e+005, +6.16953925471e+002, -1.87265569521e+004
+4.71260575000e+005, +6.15750572089e+002, -1.86745034977e+004
+4.72510550000e+005, +6.13635116914e+002, -1.86281989675e+004
+4.73760525000e+005, +6.11754970708e+002, -1.85798432629e+004
+4.75010500000e+005, +6.10158961671e+002, -1.85328466324e+004
+4.76260475000e+005, +6.07833856662e+002, -1.84857622852e+004
+4.77510450000e+005, +6.05530414184e+002, -1.84378699092e+004
+4.78760425000e+005, +6.03907747803e+002, -1.83899164350e+004
+4.80010400000e+005, +6.02472414595e+002, -1.83434022067e+004
+4.81260375000e+005, +5.99858167149e+002, -1.82958379952e+004
+4.82510350000e+005, +5.97301945427e+002, -1.82530830768e+004
+4.83760325000e+005, +5.95888336172e+002, -1.82031673161e+004
+4.85010300000e+005, +5.94149159374e+002, -1.81613620231e+004
+4.86260275000e+005, +5.93371611585e+002, -1.81122906121e+004
+4.87510250000e+005, +5.91003681521e+002, -1.80664439960e+004
+4.88760225000e+005, +5.89122311851e+002, -1.80211646635e+004
+4.90010200000e+005, +5.87438335394e+002, -1.79755093935e+004
+4.91260175000e+005, +5.86910593784e+002, -1.79297254394e+004
+4.92510150000e+005, +5.83897600671e+002, -1.78865650801e+004
+4.93760125000e+005, +5.82404368838e+002, -1.78408652158e+004
+4.95010100000e+005, +5.80483613620e+002, -1.77979311947e+004
+4.96260075000e+005, +5.79427170531e+002, -1.77544082081e+004
+4.97510050000e+005, +5.77299502488e+002, -1.77101350909e+004
+4.98760025000e+005, +5.75688844730e+002, -1.76674071898e+004
+5.00010000000e+005, +5.72944276911e+002, -1.76246369859e+004
+5.01259975000e+005, +5.71389057856e+002, -1.75793747588e+004
+5.02509950000e+005, +5.70355179745e+002, -1.75360771337e+004
+5.03759925000e+005, +5.67629376800e+002, -1.74939242148e+004
+5.05009900000e+005, +5.66447284920e+002, -1.74499107611e+004
+5.06259875000e+005, +5.66949737113e+002, -1.74077272528e+004
+5.07509850000e+005, +5.64827871461e+002, -1.73672557905e+004
+5.08759825000e+005, +5.61645687577e+002, -1.73253650229e+004
+5.10009800000e+005, +5.62034211672e+002, -1.72817029462e+004
+5.11259775000e+005, +5.59393399340e+002, -1.72410797975e+004
+5.12509750000e+005, +5.58148798641e+002, -1.71993709584e+004
+5.13759725000e+005, +5.58079052312e+002, -1.71576713898e+004
+5.15009700000e+005, +5.55469240323e+002, -1.71186372685e+004
+5.16259675000e+005, +5.52249334852e+002, -1.70770709067e+004
+5.17509650000e+005, +5.50961966672e+002, -1.70345412134e+004
+5.18759625000e+005, +5.50531953881e+002, -1.69954417913e+004
+5.20009600000e+005, +5.49125828069e+002, -1.69579916485e+004
+5.21259575000e+005, +5.45632926425e+002, -1.69167687568e+004
