!Keysight Technologies,E4990A,MY54302971,A.03.06
!Date: Thu Sep 08 16:05:33 2022

BEGIN CH1_DATA
Frequency(Hz), R(Ohm)-data, X(Ohm)-data
+1.00018000000e+005, +4.64044954808e+003, -8.66308824259e+004
+1.01267975000e+005, +4.45396668627e+003, -8.56384588822e+004
+1.02517950000e+005, +4.49899581243e+003, -8.45544904248e+004
+1.03767925000e+005, +4.42112831079e+003, -8.35958068636e+004
+1.05017900000e+005, +4.34842756209e+003, -8.26190278990e+004
+1.06267875000e+005, +4.28357105262e+003, -8.16811067523e+004
+1.07517850000e+005, +4.18545112504e+003, -8.07712927286e+004
+1.08767825000e+005, +4.14770918480e+003, -7.98114434207e+004
+1.10017800000e+005, +4.08144188917e+003, -7.89568763688e+004
+1.11267775000e+005, +4.00424890702e+003, -7.80890545692e+004
+1.12517750000e+005, +3.96336549276e+003, -7.72187554777e+004
+1.13767725000e+005, +3.90636685793e+003, -7.64178671504e+004
+1.15017700000e+005, +3.83970560687e+003, -7.55759520549e+004
+1.16267675000e+005, +3.78443788083e+003, -7.47903851859e+004
+1.17517650000e+005, +3.74507875489e+003, -7.40780508457e+004
+1.18767625000e+005, +3.66964607677e+003, -7.32642714973e+004
+1.20017600000e+005, +3.62244382830e+003, -7.25151121987e+004
+1.21267575000e+005, +3.57036722309e+003, -7.17794105443e+004
+1.22517550000e+005, +3.52267056490e+003, -7.10627347080e+004
+1.23767525000e+005, +3.47824332440e+003, -7.03683710753e+004
+1.25017500000e+005, +3.40660450998e+003, -6.96617846136e+004
+1.26267475000e+005, +3.38677224374e+003, -6.90116426581e+004
+1.27517450000e+005, +3.33478776516e+003, -6.83497848273e+004
+1.28767425000e+005, +3.28875801843e+003, -6.76971082099e+004
+1.30017400000e+005, +3.24047399770e+003, -6.70691668848e+004
+1.31267375000e+005, +3.18655355061e+003, -6.64494910997e+004
+1.32517350000e+005, +3.16008528638e+003, -6.58156713729e+004
+1.33767325000e+005, +3.06393216989e+003, -6.52479038392e+004
+1.35017300000e+005, +3.08402017764e+003, -6.46282068694e+004
+1.36267275000e+005, +3.04067858314e+003, -6.40464308185e+004
+1.37517250000e+005, +3.03239737139e+003, -6.34733384294e+004
+1.38767225000e+005, +2.97680138978e+003, -6.29602852220e+004
+1.40017200000e+005, +2.93427761698e+003, -6.23755872683e+004
+1.41267175000e+005, +2.90774309375e+003, -6.18443090757e+004
+1.42517150000e+005, +2.86830277654e+003, -6.12913028718e+004
+1.43767125000e+005, +2.82483858479e+003, -6.07952052334e+004
+1.45017100000e+005, +2.81519832822e+003, -6.02684953258e+004
+1.46267075000e+005, +2.77058793578e+003, -5.97622027566e+004
+1.47517050000e+005, +2.74735681561e+003, -5.92492068727e+004
+1.48767025000e+005, +2.66226117221e+003, -5.87994896425e+004
+1.50017000000e+005, +2.69237100066e+003, -5.83032270654e+004
+1.51266975000e+005, +2.64220646571e+003, -5.78310857503e+004
+1.52516950000e+005, +2.62726334071e+003, -5.73603851983e+004
+1.53766925000e+005, +2.60406834506e+003, -5.69101942264e+004
+1.55016900000e+005, +2.56655886118e+003, -5.64702704401e+004
+1.56266875000e+005, +2.55199524991e+003, -5.60116569006e+004
+1.57516850000e+005, +2.51633681874e+003, -5.56052816459e+004
+1.58766825000e+005, +2.45456748942e+003, -5.51495839751e+004
+1.60016800000e+005, +2.47710104396e+003, -5.47377583238e+004
+1.61266775000e+005, +2.44172253799e+003, -5.43202321019e+004
+1.62516750000e+005, +2.43456491756e+003, -5.39150625582e+004
+1.63766725000e+005, +2.39047821494e+003, -5.35181605829e+004
+1.65016700000e+005, +2.37316390111e+003, -5.31402754184e+004
+1.66266675000e+005, +2.36903997266e+003, -5.27283293676e+004
+1.67516650000e+005, +2.32534820357e+003, -5.23375045576e+004
+1.68766625000e+005, +2.29690725142e+003, -5.19871351808e+004
+1.70016600000e+005, +2.26816948026e+003, -5.15803999298e+004
+1.71266575000e+005, +2.26540762705e+003, -5.12198832758e+004
+1.72516550000e+005, +2.24316509375e+003, -5.08876186688e+004
+1.73766525000e+005, +2.21669000224e+003, -5.04955283673e+004
+1.75016500000e+005, +2.17997617960e+003, -5.01414175781e+004
+1.76266475000e+005, +2.17985322500e+003, -4.98016383756e+004
+1.77516450000e+005, +2.16433669059e+003, -4.94508876614e+004
+1.78766425000e+005, +2.13592135534e+003, -4.91100549238e+004
+1.80016400000e+005, +2.13282701152e+003, -4.87731566602e+004
+1.81266375000e+005, +2.10754474486e+003, -4.84446327927e+004
+1.82516350000e+005, +2.03914355992e+003, -4.81247312996e+004
+1.83766325000e+005, +2.06265851767e+003, -4.78013513444e+004
+1.85016300000e+005, +2.04369540552e+003, -4.74848230714e+004
+1.86266275000e+005, +2.02715224037e+003, -4.71796109948e+004
+1.87516250000e+005, +2.01424186592e+003, -4.68449615207e+004
+1.88766225000e+005, +1.98135133394e+003, -4.65643033099e+004
+1.90016200000e+005, +1.98203702592e+003, -4.62561949609e+004
+1.91266175000e+005, +1.97425844661e+003, -4.59615960456e+004
+1.92516150000e+005, +1.94593137789e+003, -4.56629416507e+004
+1.93766125000e+005, +1.91355860908e+003, -4.53666712447e+004
+1.95016100000e+005, +1.90692958521e+003, -4.50911367352e+004
+1.96266075000e+005, +1.89710090365e+003, -4.48148203546e+004
+1.97516050000e+005, +1.88665193824e+003, -4.45505139718e+004
+1.98766025000e+005, +1.86209688984e+003, -4.42675769158e+004
+2.00016000000e+005, +1.83486194571e+003, -4.39875583976e+004
+2.01265975000e+005, +1.84600142302e+003, -4.37196920832e+004
+2.02515950000e+005, +1.82369940627e+003, -4.34613468543e+004
+2.03765925000e+005, +1.81148162992e+003, -4.32025262985e+004
+2.05015900000e+005, +1.79273349889e+003, -4.29410397414e+004
+2.06265875000e+005, +1.78493311864e+003, -4.26811269846e+004
+2.07515850000e+005, +1.76920440640e+003, -4.24317234028e+004
+2.08765825000e+005, +1.75621501368e+003, -4.21830578264e+004
+2.10015800000e+005, +1.74833149858e+003, -4.19314404814e+004
+2.11265775000e+005, +1.72752834965e+003, -4.17006669368e+004
+2.12515750000e+005, +1.71573075736e+003, -4.14552069111e+004
+2.13765725000e+005, +1.70586929075e+003, -4.12180665442e+004
+2.15015700000e+005, +1.68864914868e+003, -4.09983620441e+004
+2.16265675000e+005, +1.67816606033e+003, -4.07542117827e+004
+2.17515650000e+005, +1.66358449168e+003, -4.05350805411e+004
+2.18765625000e+005, +1.65731352993e+003, -4.03012492692e+004
+2.20015600000e+005, +1.64047305102e+003, -4.00826149651e+004
+2.21265575000e+005, +1.63486665677e+003, -3.98573306179e+004
+2.22515550000e+005, +1.60270687280e+003, -3.96460065615e+004
+2.23765525000e+005, +1.60521685502e+003, -3.94236665698e+004
+2.25015500000e+005, +1.60104676614e+003, -3.92066771751e+004
+2.26265475000e+005, +1.57870247679e+003, -3.89860203819e+004
+2.27515450000e+005, +1.57256681071e+003, -3.87802935342e+004
+2.28765425000e+005, +1.57032124328e+003, -3.85637986990e+004
+2.30015400000e+005, +1.55348090002e+003, -3.83729457693e+004
+2.31265375000e+005, +1.54159132037e+003, -3.81528330618e+004
+2.32515350000e+005, +1.53446563645e+003, -3.79671332881e+004
+2.33765325000e+005, +1.51740934292e+003, -3.77418471656e+004
+2.35015300000e+005, +1.51265533492e+003, -3.75648933877e+004
+2.36265275000e+005, +1.50227810315e+003, -3.73852519393e+004
+2.37515250000e+005, +1.50618391635e+003, -3.71797895027e+004
+2.38765225000e+005, +1.48349063701e+003, -3.69934424385e+004
+2.40015200000e+005, +1.48233351427e+003, -3.67956835565e+004
+2.41265175000e+005, +1.46656700998e+003, -3.66138233755e+004
+2.42515150000e+005, +1.45679496584e+003, -3.64310546137e+004
+2.43765125000e+005, +1.44723684927e+003, -3.62468204112e+004
+2.45015100000e+005, +1.43567684058e+003, -3.60666463869e+004
+2.46265075000e+005, +1.43036137842e+003, -3.58888182005e+004
+2.47515050000e+005, +1.41764085079e+003, -3.57088473072e+004
+2.48765025000e+005, +1.41342187411e+003, -3.55320794904e+004
+2.50015000000e+005, +1.39883537036e+003, -3.53582846868e+004
+2.51264975000e+005, +1.39282020433e+003, -3.51878581977e+004
+2.52514950000e+005, +1.38662496697e+003, -3.50193263145e+004
+2.53764925000e+005, +1.37422286172e+003, -3.48443267645e+004
+2.55014900000e+005, +1.37120452310e+003, -3.46819243211e+004
+2.56264875000e+005, +1.36091939562e+003, -3.45165613275e+004
+2.57514850000e+005, +1.35320360533e+003, -3.43574036401e+004
+2.58764825000e+005, +1.34135657905e+003, -3.41892976375e+004
+2.60014800000e+005, +1.34608964153e+003, -3.40284914609e+004
+2.61264775000e+005, +1.32584903529e+003, -3.38718348292e+004
+2.62514750000e+005, +1.33215628663e+003, -3.37124577622e+004
+2.63764725000e+005, +1.30904525429e+003, -3.35562657983e+004
+2.65014700000e+005, +1.31360284935e+003, -3.34100127982e+004
+2.66264675000e+005, +1.29700846838e+003, -3.32426261555e+004
+2.67514650000e+005, +1.29640086082e+003, -3.30975542124e+004
+2.68764625000e+005, +1.28328793709e+003, -3.29396895208e+004
+2.70014600000e+005, +1.27539871854e+003, -3.27906575380e+004
+2.71264575000e+005, +1.26978001985e+003, -3.26449713863e+004
+2.72514550000e+005, +1.26189946627e+003, -3.25009966693e+004
+2.73764525000e+005, +1.25432174608e+003, -3.23482123963e+004
+2.75014500000e+005, +1.23535878442e+003, -3.22155126402e+004
+2.76264475000e+005, +1.24327683881e+003, -3.20670146532e+004
+2.77514450000e+005, +1.22781971481e+003, -3.19228307800e+004
+2.78764425000e+005, +1.22469944569e+003, -3.17848433542e+004
+2.80014400000e+005, +1.22334242873e+003, -3.16478236020e+004
+2.81264375000e+005, +1.20653235484e+003, -3.15080779195e+004
+2.82514350000e+005, +1.19052739088e+003, -3.13759241291e+004
+2.83764325000e+005, +1.20522227507e+003, -3.12361543547e+004
+2.85014300000e+005, +1.18777519244e+003, -3.10922364490e+004
+2.86264275000e+005, +1.18791509086e+003, -3.09689111804e+004
+2.87514250000e+005, +1.18378235365e+003, -3.08389600002e+004
+2.88764225000e+005, +1.17251264520e+003, -3.07058293219e+004
+2.90014200000e+005, +1.17006769808e+003, -3.05765899984e+004
+2.91264175000e+005, +1.15495490429e+003, -3.04565881011e+004
+2.92514150000e+005, +1.15552822869e+003, -3.03209249492e+004
+2.93764125000e+005, +1.15276846230e+003, -3.01918348533e+004
+2.95014100000e+005, +1.14539546190e+003, -3.00716679864e+004
+2.96264075000e+005, +1.14235662351e+003, -2.99421222187e+004
+2.97514050000e+005, +1.13606418578e+003, -2.98273896866e+004
+2.98764025000e+005, +1.13816009354e+003, -2.96942507887e+004
+3.00014000000e+005, +1.12314273741e+003, -2.95745363968e+004
+3.01263975000e+005, +1.10723158252e+003, -2.94467573669e+004
+3.02513950000e+005, +1.11254177142e+003, -2.93385213187e+004
+3.03763925000e+005, +1.10355736781e+003, -2.92190472527e+004
+3.05013900000e+005, +1.09827988643e+003, -2.91011884497e+004
+3.06263875000e+005, +1.09823051020e+003, -2.89760525442e+004
+3.07513850000e+005, +1.09213128248e+003, -2.88723136761e+004
+3.08763825000e+005, +1.08470367969e+003, -2.87545525179e+004
+3.10013800000e+005, +1.07712682653e+003, -2.86407506362e+004
+3.11263775000e+005, +1.07764325354e+003, -2.85312618524e+004
+3.12513750000e+005, +1.07187877862e+003, -2.84163673489e+004
+3.13763725000e+005, +1.06558565287e+003, -2.83066094943e+004
+3.15013700000e+005, +1.05982236362e+003, -2.81968155358e+004
+3.16263675000e+005, +1.05657106704e+003, -2.80899207590e+004
+3.17513650000e+005, +1.05263647675e+003, -2.79847357851e+004
+3.18763625000e+005, +1.03989458807e+003, -2.78774674316e+004
+3.20013600000e+005, +1.04019995108e+003, -2.77624368682e+004
+3.21263575000e+005, +1.03106177742e+003, -2.76614144951e+004
+3.22513550000e+005, +1.02398577420e+003, -2.75583446777e+004
+3.23763525000e+005, +1.02646009469e+003, -2.74514036449e+004
+3.25013500000e+005, +1.01965298501e+003, -2.73526982359e+004
+3.26263475000e+005, +1.01497991236e+003, -2.72483646951e+004
+3.27513450000e+005, +1.02443274162e+003, -2.71464652353e+004
+3.28763425000e+005, +1.00450504422e+003, -2.70377411529e+004
+3.30013400000e+005, +9.99251667730e+002, -2.69417624424e+004
+3.31263375000e+005, +9.89396879943e+002, -2.68317710751e+004
+3.32513350000e+005, +9.92495186364e+002, -2.67400881531e+004
+3.33763325000e+005, +9.88928093475e+002, -2.66421209782e+004
+3.35013300000e+005, +9.77552236857e+002, -2.65482717675e+004
+3.36263275000e+005, +9.81470397298e+002, -2.64519790346e+004
+3.37513250000e+005, +9.75308392810e+002, -2.63544364472e+004
+3.38763225000e+005, +9.76639943344e+002, -2.62647215227e+004
+3.40013200000e+005, +9.71048613314e+002, -2.61494831814e+004
+3.41263175000e+005, +9.62283706576e+002, -2.60699770300e+004
+3.42513150000e+005, +9.59085151365e+002, -2.59747088949e+004
+3.43763125000e+005, +9.61451163608e+002, -2.58772815684e+004
+3.45013100000e+005, +9.51288158497e+002, -2.57922148456e+004
+3.46263075000e+005, +9.48391033723e+002, -2.56986061903e+004
+3.47513050000e+005, +9.41697021174e+002, -2.56127563711e+004
+3.48763025000e+005, +9.29454119627e+002, -2.55088184068e+004
+3.50013000000e+005, +9.31067158708e+002, -2.54307167574e+004
+3.51262975000e+005, +9.29032471774e+002, -2.53442476905e+004
+3.52512950000e+005, +9.28639721036e+002, -2.52615910178e+004
+3.53762925000e+005, +9.22248530321e+002, -2.51672875013e+004
+3.55012900000e+005, +9.18156094790e+002, -2.50804881171e+004
+3.56262875000e+005, +9.13146719501e+002, -2.49943428784e+004
+3.57512850000e+005, +9.10514505456e+002, -2.49066989840e+004
+3.58762825000e+005, +9.06646891347e+002, -2.48279432314e+004
+3.60012800000e+005, +9.03418129968e+002, -2.47377434183e+004
+3.61262775000e+005, +8.99837839921e+002, -2.46544159915e+004
+3.62512750000e+005, +8.95771820425e+002, -2.45711055241e+004
+3.63762725000e+005, +8.92840791277e+002, -2.44902039031e+004
+3.65012700000e+005, +8.87766113997e+002, -2.44080439362e+004
+3.66262675000e+005, +8.83717253619e+002, -2.43280142762e+004
+3.67512650000e+005, +8.82735387798e+002, -2.42437356819e+004
+3.68762625000e+005, +8.80604099557e+002, -2.41603129239e+004
+3.70012600000e+005, +8.73831533016e+002, -2.40825144373e+004
+3.71262575000e+005, +8.71828470536e+002, -2.40051355460e+004
+3.72512550000e+005, +8.68577598503e+002, -2.39248289630e+004
+3.73762525000e+005, +8.64778774950e+002, -2.38462723963e+004
+3.75012500000e+005, +8.63012838270e+002, -2.37705470660e+004
+3.76262475000e+005, +8.57549507989e+002, -2.36915135239e+004
+3.77512450000e+005, +8.58157857857e+002, -2.36152631381e+004
+3.78762425000e+005, +8.51360470714e+002, -2.35384344109e+004
+3.80012400000e+005, +8.46687812147e+002, -2.34599283892e+004
+3.81262375000e+005, +8.42243099371e+002, -2.33853556467e+004
+3.82512350000e+005, +8.40378499620e+002, -2.33124495831e+004
+3.83762325000e+005, +8.39512805357e+002, -2.32372837802e+004
+3.85012300000e+005, +8.34104276243e+002, -2.31617488298e+004
+3.86262275000e+005, +8.32143307302e+002, -2.30899514933e+004
+3.87512250000e+005, +8.35148534361e+002, -2.30148284546e+004
+3.88762225000e+005, +8.24592497360e+002, -2.29437300503e+004
+3.90012200000e+005, +8.22816495268e+002, -2.28718237421e+004
+3.91262175000e+005, +8.20022062814e+002, -2.27996955014e+004
+3.92512150000e+005, +8.15865011353e+002, -2.27302632850e+004
+3.93762125000e+005, +8.12867440853e+002, -2.26579313426e+004
+3.95012100000e+005, +8.09094917934e+002, -2.25878881436e+004
+3.96262075000e+005, +8.03543322344e+002, -2.25177197489e+004
+3.97512050000e+005, +8.01861561227e+002, -2.24500947663e+004
+3.98762025000e+005, +8.05730248114e+002, -2.23809316784e+004
+4.00012000000e+005, +8.03016201897e+002, -2.23059490187e+004
+4.01261975000e+005, +7.94344791592e+002, -2.22442870932e+004
+4.02511950000e+005, +7.93066449420e+002, -2.21766176553e+004
+4.03761925000e+005, +7.88720158527e+002, -2.21081041153e+004
+4.05011900000e+005, +7.85183601004e+002, -2.20415851278e+004
+4.06261875000e+005, +7.83957275742e+002, -2.19741364337e+004
+4.07511850000e+005, +7.79909581037e+002, -2.19097940999e+004
+4.08761825000e+005, +7.78044922172e+002, -2.18426855347e+004
+4.10011800000e+005, +7.78282836694e+002, -2.17779229402e+004
+4.11261775000e+005, +7.71782183626e+002, -2.17134807437e+004
+4.12511750000e+005, +7.72214101798e+002, -2.16508717949e+004
+4.13761725000e+005, +7.66006857294e+002, -2.15833626562e+004
+4.15011700000e+005, +7.66855154237e+002, -2.15206499377e+004
+4.16261675000e+005, +7.61617225859e+002, -2.14586937762e+004
+4.17511650000e+005, +7.58479027805e+002, -2.13963714290e+004
+4.18761625000e+005, +7.57803425569e+002, -2.13301326988e+004
+4.20011600000e+005, +7.56306308820e+002, -2.12704491171e+004
+4.21261575000e+005, +7.51016288177e+002, -2.12091577023e+004
+4.22511550000e+005, +7.49185236656e+002, -2.11462216360e+004
+4.23761525000e+005, +7.43081809690e+002, -2.10828078097e+004
+4.25011500000e+005, +7.43236352219e+002, -2.10248622030e+004
+4.26261475000e+005, +7.43795456795e+002, -2.09646704583e+004
+4.27511450000e+005, +7.38353047142e+002, -2.09052610802e+004
+4.28761425000e+005, +7.36327860495e+002, -2.08435335130e+004
+4.30011400000e+005, +7.33262215258e+002, -2.07870431125e+004
+4.31261375000e+005, +7.31533881651e+002, -2.07258588064e+004
+4.32511350000e+005, +7.26414430951e+002, -2.06677127962e+004
+4.33761325000e+005, +7.26832562780e+002, -2.06088479088e+004
+4.35011300000e+005, +7.25499453188e+002, -2.05497767087e+004
+4.36261275000e+005, +7.19555656446e+002, -2.04905987314e+004
+4.37511250000e+005, +7.17478343537e+002, -2.04391380070e+004
+4.38761225000e+005, +7.17912433306e+002, -2.03779485643e+004
+4.40011200000e+005, +7.13694712378e+002, -2.03247252648e+004
+4.41261175000e+005, +7.11623352013e+002, -2.02649083365e+004
+4.42511150000e+005, +7.10279396030e+002, -2.02087454013e+004
+4.43761125000e+005, +7.07417754077e+002, -2.01529372855e+004
+4.45011100000e+005, +7.06262849939e+002, -2.00978430192e+004
+4.46261075000e+005, +7.03372968740e+002, -2.00410787187e+004
+4.47511050000e+005, +7.00686790513e+002, -1.99870276055e+004
+4.48761025000e+005, +7.00479176296e+002, -1.99290671503e+004
+4.50011000000e+005, +6.96132906744e+002, -1.98796000823e+004
+4.51260975000e+005, +6.92805736467e+002, -1.98229098071e+004
+4.52510950000e+005, +6.92169009996e+002, -1.97717254193e+004
+4.53760925000e+005, +6.91168647286e+002, -1.97187412393e+004
+4.55010900000e+005, +6.87305314348e+002, -1.96647031102e+004
+4.56260875000e+005, +6.84154604107e+002, -1.96148813032e+004
+4.57510850000e+005, +6.82868961412e+002, -1.95607559712e+004
+4.58760825000e+005, +6.79920741214e+002, -1.95086748269e+004
+4.60010800000e+005, +6.76955523498e+002, -1.94589506432e+004
+4.61260775000e+005, +6.76862180814e+002, -1.94033437731e+004
+4.62510750000e+005, +6.75672534232e+002, -1.93534603427e+004
+4.63760725000e+005, +6.72938325177e+002, -1.93032377116e+004
+4.65010700000e+005, +6.69219778533e+002, -1.92502763800e+004
+4.66260675000e+005, +6.68343862337e+002, -1.92002541330e+004
+4.67510650000e+005, +6.65469890822e+002, -1.91493921618e+004
+4.68760625000e+005, +6.63375566316e+002, -1.91001594250e+004
+4.70010600000e+005, +6.59748164092e+002, -1.90507529137e+004
+4.71260575000e+005, +6.58986231525e+002, -1.90010582905e+004
+4.72510550000e+005, +6.58708079708e+002, -1.89485266553e+004
+4.73760525000e+005, +6.55134374547e+002, -1.89029630629e+004
+4.75010500000e+005, +6.52545349636e+002, -1.88517084782e+004
+4.76260475000e+005, +6.51380472049e+002, -1.88040210169e+004
+4.77510450000e+005, +6.50589209965e+002, -1.87544619589e+004
+4.78760425000e+005, +6.47051557874e+002, -1.87070316603e+004
+4.80010400000e+005, +6.46092459718e+002, -1.86601302900e+004
+4.81260375000e+005, +6.42935668404e+002, -1.86112822610e+004
+4.82510350000e+005, +6.42034154655e+002, -1.85658834767e+004
+4.83760325000e+005, +6.39586948209e+002, -1.85181801810e+004
+4.85010300000e+005, +6.38135463496e+002, -1.84711982475e+004
+4.86260275000e+005, +6.35246908865e+002, -1.84244472284e+004
+4.87510250000e+005, +6.31675488124e+002, -1.83774042103e+004
+4.88760225000e+005, +6.32402027747e+002, -1.83327710288e+004
+4.90010200000e+005, +6.28650067910e+002, -1.82886647787e+004
+4.91260175000e+005, +6.27334138008e+002, -1.82424463317e+004
+4.92510150000e+005, +6.25665550669e+002, -1.81970957058e+004
+4.93760125000e+005, +6.24040808598e+002, -1.81512659701e+004
+4.95010100000e+005, +6.23302786464e+002, -1.81073006041e+004
+4.96260075000e+005, +6.20347312048e+002, -1.80620020021e+004
+4.97510050000e+005, +6.18143368153e+002, -1.80161502229e+004
+4.98760025000e+005, +6.19188353186e+002, -1.79723407200e+004
+5.00010000000e+005, +6.15317076466e+002, -1.79295313985e+004
+5.01259975000e+005, +6.14241050315e+002, -1.78854431680e+004
+5.02509950000e+005, +6.12326800335e+002, -1.78418659209e+004
+5.03759925000e+005, +6.11841156196e+002, -1.78005348418e+004
+5.05009900000e+005, +6.09488479023e+002, -1.77562740354e+004
+5.06259875000e+005, +6.08617996052e+002, -1.77118749702e+004
+5.07509850000e+005, +6.04602094442e+002, -1.76693720087e+004
+5.08759825000e+005, +6.03181997666e+002, -1.76274257353e+004
+5.10009800000e+005, +6.01194250911e+002, -1.75854650382e+004
+5.11259775000e+005, +6.00470767260e+002, -1.75372514725e+004
+5.12509750000e+005, +6.01586417984e+002, -1.74987904789e+004
+5.13759725000e+005, +5.97026662894e+002, -1.74579409780e+004
+5.15009700000e+005, +5.94879911967e+002, -1.74194939865e+004
+5.16259675000e+005, +5.93371696887e+002, -1.73754032391e+004
+5.17509650000e+005, +5.94099919454e+002, -1.73333462891e+004
+5.18759625000e+005, +5.87475126358e+002, -1.72927885508e+004
+5.20009600000e+005, +5.88110420440e+002, -1.72532155092e+004
+5.21259575000e+005, +5.87374288263e+002, -1.72125220804e+004
