!Keysight Technologies,E4990A,MY54302971,A.03.06
!Date: Fri Sep 09 10:22:19 2022

BEGIN CH1_DATA
Frequency(Hz), R(Ohm)-data, X(Ohm)-data
+5.12509750000e+005, +5.20097516720e+002, -1.77906599479e+004
+5.13759725000e+005, +5.20122587377e+002, -1.77477223022e+004
+5.15009700000e+005, +5.21260565415e+002, -1.77056903840e+004
+5.16259675000e+005, +5.14882828243e+002, -1.76665353411e+004
+5.17509650000e+005, +5.13790723368e+002, -1.76225054096e+004
+5.18759625000e+005, +5.13351944492e+002, -1.75772600156e+004
+5.20009600000e+005, +5.10603668477e+002, -1.75432898688e+004
+5.21259575000e+005, +5.12129858882e+002, -1.75002722728e+004
+5.22509550000e+005, +5.07789074624e+002, -1.74537737919e+004
+5.23759525000e+005, +5.05304534870e+002, -1.74162696263e+004
+5.25009500000e+005, +5.05798269077e+002, -1.73720266684e+004
+5.26259475000e+005, +5.03273392262e+002, -1.73352706762e+004
+5.27509450000e+005, +5.04777585563e+002, -1.72936717286e+004
+5.28759425000e+005, +5.04314450273e+002, -1.72561694352e+004
+5.30009400000e+005, +4.95863549698e+002, -1.72157729876e+004
+5.31259375000e+005, +5.01837499192e+002, -1.71752398355e+004
+5.32509350000e+005, +5.00714470735e+002, -1.71357162884e+004
+5.33759325000e+005, +4.89357794444e+002, -1.70963684093e+004
+5.35009300000e+005, +4.93579866918e+002, -1.70584087161e+004
+5.36259275000e+005, +4.92201860852e+002, -1.70172747238e+004
+5.37509250000e+005, +4.92556133849e+002, -1.69787090312e+004
+5.38759225000e+005, +4.92376438654e+002, -1.69391863480e+004
+5.40009200000e+005, +4.92794546345e+002, -1.69003941364e+004
+5.41259175000e+005, +4.91841556354e+002, -1.68631624297e+004
+5.42509150000e+005, +4.87322762181e+002, -1.68268004409e+004
+5.43759125000e+005, +4.90640685129e+002, -1.67857434355e+004
+5.45009100000e+005, +4.77364480266e+002, -1.67442817162e+004
+5.46259075000e+005, +4.87358226682e+002, -1.67085061754e+004
+5.47509050000e+005, +4.87548996767e+002, -1.66718381462e+004
+5.48759025000e+005, +4.81939607642e+002, -1.66372846322e+004
+5.50009000000e+005, +4.83721989922e+002, -1.65977075700e+004
+5.51258975000e+005, +4.78546804036e+002, -1.65625298595e+004
+5.52508950000e+005, +4.78265116380e+002, -1.65284360004e+004
+5.53758925000e+005, +4.78171139654e+002, -1.64896427733e+004
+5.55008900000e+005, +4.75398667578e+002, -1.64505024368e+004
+5.56258875000e+005, +4.67679628401e+002, -1.64145681384e+004
+5.57508850000e+005, +4.75929240124e+002, -1.63797486771e+004
+5.58758825000e+005, +4.72095910672e+002, -1.63509943396e+004
+5.60008800000e+005, +4.72209537277e+002, -1.63128648019e+004
+5.61258775000e+005, +4.66561966744e+002, -1.62733668179e+004
+5.62508750000e+005, +4.70397079705e+002, -1.62389114710e+004
+5.63758725000e+005, +4.69228611012e+002, -1.61988864284e+004
+5.65008700000e+005, +4.63341335914e+002, -1.61679568025e+004
+5.66258675000e+005, +4.68968406870e+002, -1.61343577224e+004
+5.67508650000e+005, +4.66382377959e+002, -1.60890313727e+004
+5.68758625000e+005, +4.64890736502e+002, -1.60704633630e+004
+5.70008600000e+005, +4.63383466043e+002, -1.60349777327e+004
+5.71258575000e+005, +4.70441825811e+002, -1.59954900814e+004
+5.72508550000e+005, +4.60774980795e+002, -1.59616831541e+004
+5.73758525000e+005, +4.56979019874e+002, -1.59330104957e+004
+5.75008500000e+005, +4.69671236840e+002, -1.58949590770e+004
+5.76258475000e+005, +4.54197403712e+002, -1.58559829893e+004
+5.77508450000e+005, +4.52794889830e+002, -1.58251404905e+004
+5.78758425000e+005, +4.55430479864e+002, -1.57915510694e+004
+5.80008400000e+005, +4.54984319747e+002, -1.57555125040e+004
+5.81258375000e+005, +4.36627691718e+002, -1.57289823612e+004
+5.82508350000e+005, +4.54659310597e+002, -1.56920946183e+004
+5.83758325000e+005, +4.50691127850e+002, -1.56573788209e+004
+5.85008300000e+005, +4.44261504694e+002, -1.56227433315e+004
+5.86258275000e+005, +4.42684601279e+002, -1.55977710326e+004
+5.87508250000e+005, +4.47217027701e+002, -1.55635373708e+004
+5.88758225000e+005, +4.44462945290e+002, -1.55312417537e+004
+5.90008200000e+005, +4.39539648659e+002, -1.54841835084e+004
+5.91258175000e+005, +4.43074424985e+002, -1.54600951650e+004
+5.92508150000e+005, +4.45502338109e+002, -1.54338980642e+004
+5.93758125000e+005, +4.46662849346e+002, -1.54005193637e+004
+5.95008100000e+005, +4.33645628232e+002, -1.53704203936e+004
+5.96258075000e+005, +4.47917718581e+002, -1.53392443005e+004
+5.97508050000e+005, +4.37990288306e+002, -1.53107556123e+004
+5.98758025000e+005, +4.44333864999e+002, -1.52863633285e+004
+6.00008000000e+005, +4.35898408935e+002, -1.52451139794e+004
+6.01257975000e+005, +4.39032514864e+002, -1.52235702657e+004
+6.02507950000e+005, +4.41763181746e+002, -1.51959155193e+004
+6.03757925000e+005, +4.38098712048e+002, -1.51561336305e+004
+6.05007900000e+005, +4.34988636480e+002, -1.51233012579e+004
+6.06257875000e+005, +4.51363076034e+002, -1.51059653960e+004
+6.07507850000e+005, +4.32576416664e+002, -1.50653895681e+004
+6.08757825000e+005, +4.38799997957e+002, -1.50375677350e+004
+6.10007800000e+005, +4.27654475534e+002, -1.49999893248e+004
+6.11257775000e+005, +4.16918902790e+002, -1.49732550005e+004
+6.12507750000e+005, +4.21144383993e+002, -1.49498650504e+004
+6.13757725000e+005, +4.24720061735e+002, -1.49114645800e+004
+6.15007700000e+005, +4.31205338780e+002, -1.48869025610e+004
+6.16257675000e+005, +4.42826959181e+002, -1.48559016766e+004
+6.17507650000e+005, +4.32340779831e+002, -1.48241591846e+004
+6.18757625000e+005, +4.15438514064e+002, -1.47940919142e+004
+6.20007600000e+005, +4.30519456459e+002, -1.47672056875e+004
+6.21257575000e+005, +4.28074326350e+002, -1.47450988669e+004
+6.22507550000e+005, +4.24939077426e+002, -1.47179457390e+004
+6.23757525000e+005, +4.16034063453e+002, -1.46814499548e+004
+6.25007500000e+005, +4.27162552321e+002, -1.46464804298e+004
+6.26257475000e+005, +4.16762582797e+002, -1.46275682065e+004
+6.27507450000e+005, +4.23619577850e+002, -1.45935257671e+004
+6.28757425000e+005, +4.16546563897e+002, -1.45594804831e+004
+6.30007400000e+005, +4.20767472413e+002, -1.45357511104e+004
+6.31257375000e+005, +4.21879576209e+002, -1.45146836421e+004
+6.32507350000e+005, +4.13857064558e+002, -1.44843823787e+004
+6.33757325000e+005, +4.19032408741e+002, -1.44493921481e+004
+6.35007300000e+005, +4.11293164420e+002, -1.44182082591e+004
+6.36257275000e+005, +4.10978025652e+002, -1.44085460869e+004
+6.37507250000e+005, +4.13008731333e+002, -1.43521404725e+004
+6.38757225000e+005, +4.07139647209e+002, -1.43589643203e+004
+6.40007200000e+005, +4.05850356723e+002, -1.43175258983e+004
+6.41257175000e+005, +3.97031878136e+002, -1.42856386023e+004
+6.42507150000e+005, +3.96068772039e+002, -1.42602870836e+004
+6.43757125000e+005, +4.09961871056e+002, -1.42310095292e+004
+6.45007100000e+005, +4.19060807191e+002, -1.42075237000e+004
+6.46257075000e+005, +4.00731755055e+002, -1.41814246035e+004
+6.47507050000e+005, +4.02740625224e+002, -1.41472714766e+004
+6.48757025000e+005, +4.12327272434e+002, -1.41202351813e+004
+6.50007000000e+005, +4.12873076007e+002, -1.40885276503e+004
+6.51256975000e+005, +4.03389385295e+002, -1.40729708509e+004
+6.52506950000e+005, +4.02116742097e+002, -1.40448488911e+004
+6.53756925000e+005, +4.00351326547e+002, -1.40186167991e+004
+6.55006900000e+005, +4.03011782744e+002, -1.39895376704e+004
+6.56256875000e+005, +3.93757264251e+002, -1.39730958263e+004
+6.57506850000e+005, +3.85473902589e+002, -1.39310317332e+004
+6.58756825000e+005, +3.91458568135e+002, -1.39082685774e+004
+6.60006800000e+005, +3.93798866112e+002, -1.38970694556e+004
+6.61256775000e+005, +3.99686906692e+002, -1.38572286124e+004
+6.62506750000e+005, +3.95639481672e+002, -1.38355166655e+004
+6.63756725000e+005, +3.99894391019e+002, -1.38041024266e+004
+6.65006700000e+005, +3.93535432755e+002, -1.37859225127e+004
+6.66256675000e+005, +3.89808586353e+002, -1.37583967697e+004
+6.67506650000e+005, +3.91754743776e+002, -1.37374609798e+004
+6.68756625000e+005, +3.88219175986e+002, -1.37089973956e+004
+6.70006600000e+005, +3.88701023525e+002, -1.36845652900e+004
+6.71256575000e+005, +3.91576085977e+002, -1.36601597444e+004
+6.72506550000e+005, +3.89492474552e+002, -1.36323546637e+004
+6.73756525000e+005, +3.82028057157e+002, -1.36063710133e+004
+6.75006500000e+005, +3.85084911151e+002, -1.35851716658e+004
+6.76256475000e+005, +3.85704551423e+002, -1.35607057461e+004
+6.77506450000e+005, +3.86582770611e+002, -1.35384704025e+004
+6.78756425000e+005, +3.86009149171e+002, -1.35118309693e+004
+6.80006400000e+005, +3.85503263737e+002, -1.34877029855e+004
+6.81256375000e+005, +3.82317417970e+002, -1.34627980630e+004
+6.82506350000e+005, +3.78991511897e+002, -1.34372604367e+004
+6.83756325000e+005, +3.81956463325e+002, -1.34143521338e+004
+6.85006300000e+005, +3.82039847053e+002, -1.33877201274e+004
+6.86256275000e+005, +3.80191742632e+002, -1.33704962389e+004
+6.87506250000e+005, +3.75550480038e+002, -1.33443623133e+004
+6.88756225000e+005, +3.79243963511e+002, -1.33172189476e+004
+6.90006200000e+005, +3.78927506817e+002, -1.32980193905e+004
+6.91256175000e+005, +3.76516339238e+002, -1.32690803799e+004
+6.92506150000e+005, +3.76065443935e+002, -1.32477023655e+004
+6.93756125000e+005, +3.77491979376e+002, -1.32240385329e+004
+6.95006100000e+005, +3.76327277108e+002, -1.31996879270e+004
+6.96256075000e+005, +3.77315753402e+002, -1.31784427379e+004
+6.97506050000e+005, +3.76273892667e+002, -1.31532521604e+004
+6.98756025000e+005, +3.72959096045e+002, -1.31325555667e+004
+7.00006000000e+005, +3.71059577232e+002, -1.31086947512e+004
+7.01255975000e+005, +3.70424949072e+002, -1.30883421718e+004
+7.02505950000e+005, +3.68555582488e+002, -1.30629994790e+004
+7.03755925000e+005, +3.73887538817e+002, -1.30415149086e+004
+7.05005900000e+005, +3.71595245015e+002, -1.30176608010e+004
+7.06255875000e+005, +3.68998132753e+002, -1.29977827803e+004
+7.07505850000e+005, +3.68561395877e+002, -1.29704582017e+004
+7.08755825000e+005, +3.65718308040e+002, -1.29523164709e+004
+7.10005800000e+005, +3.62519762362e+002, -1.29279922330e+004
+7.11255775000e+005, +3.67333387150e+002, -1.29051528684e+004
+7.12505750000e+005, +3.66519821469e+002, -1.28805604288e+004
+7.13755725000e+005, +3.61368311864e+002, -1.28551752746e+004
+7.15005700000e+005, +3.60676885779e+002, -1.28390231810e+004
+7.16255675000e+005, +3.62232548791e+002, -1.28160813974e+004
+7.17505650000e+005, +3.62783160100e+002, -1.27940602740e+004
+7.18755625000e+005, +3.62893727557e+002, -1.27708959897e+004
+7.20005600000e+005, +3.61596706738e+002, -1.27483989658e+004
+7.21255575000e+005, +3.58852558301e+002, -1.27294059181e+004
+7.22505550000e+005, +3.60516775047e+002, -1.27031761045e+004
+7.23755525000e+005, +3.58518678082e+002, -1.26854333962e+004
+7.25005500000e+005, +3.57431927093e+002, -1.26630572371e+004
+7.26255475000e+005, +3.57657340519e+002, -1.26422883439e+004
+7.27505450000e+005, +3.56281663851e+002, -1.26207240620e+004
+7.28755425000e+005, +3.56282353599e+002, -1.26010060404e+004
+7.30005400000e+005, +3.56280180615e+002, -1.25795539674e+004
+7.31255375000e+005, +3.54570529856e+002, -1.25589311202e+004
+7.32505350000e+005, +3.52920486182e+002, -1.25352095558e+004
+7.33755325000e+005, +3.55873711581e+002, -1.25154788675e+004
+7.35005300000e+005, +3.53314738681e+002, -1.24957451789e+004
+7.36255275000e+005, +3.52141641235e+002, -1.24739008966e+004
+7.37505250000e+005, +3.54067617799e+002, -1.24542235171e+004
+7.38755225000e+005, +3.53029772710e+002, -1.24326229400e+004
+7.40005200000e+005, +3.51473010461e+002, -1.24131837849e+004
+7.41255175000e+005, +3.49667007574e+002, -1.23921092612e+004
+7.42505150000e+005, +3.50797855036e+002, -1.23719419729e+004
+7.43755125000e+005, +3.50157548524e+002, -1.23522017848e+004
+7.45005100000e+005, +3.51383381374e+002, -1.23325905448e+004
+7.46255075000e+005, +3.48220733218e+002, -1.23141695622e+004
+7.47505050000e+005, +3.49027012315e+002, -1.22917610250e+004
+7.48755025000e+005, +3.46560819335e+002, -1.22722779589e+004
+7.50005000000e+005, +3.45859391825e+002, -1.22524636078e+004
+7.51254975000e+005, +3.45507754161e+002, -1.22307582586e+004
+7.52504950000e+005, +3.45008974179e+002, -1.22124747286e+004
+7.53754925000e+005, +3.43581769380e+002, -1.21932142604e+004
+7.55004900000e+005, +3.43590696723e+002, -1.21727921956e+004
+7.56254875000e+005, +3.44528831654e+002, -1.21534412393e+004
+7.57504850000e+005, +3.44041084715e+002, -1.21354550351e+004
+7.58754825000e+005, +3.42485150370e+002, -1.21156205384e+004
+7.60004800000e+005, +3.41928688222e+002, -1.20957946035e+004
+7.61254775000e+005, +3.41246419794e+002, -1.20763818696e+004
+7.62504750000e+005, +3.40224462506e+002, -1.20575542201e+004
+7.63754725000e+005, +3.39597845951e+002, -1.20386793603e+004
+7.65004700000e+005, +3.40462027655e+002, -1.20194542025e+004
+7.66254675000e+005, +3.39311551542e+002, -1.20004186649e+004
+7.67504650000e+005, +3.39859885728e+002, -1.19810568113e+004
+7.68754625000e+005, +3.39341496131e+002, -1.19627161363e+004
+7.70004600000e+005, +3.36969365125e+002, -1.19435036275e+004
+7.71254575000e+005, +3.35902812586e+002, -1.19261569914e+004
+7.72504550000e+005, +3.36591948574e+002, -1.19053165891e+004
+7.73754525000e+005, +3.36292824824e+002, -1.18872424964e+004
+7.75004500000e+005, +3.34939132489e+002, -1.18689091986e+004
+7.76254475000e+005, +3.34373890818e+002, -1.18500957456e+004
+7.77504450000e+005, +3.33491952667e+002, -1.18308895893e+004
+7.78754425000e+005, +3.32246054210e+002, -1.18109184114e+004
+7.80004400000e+005, +3.33337227043e+002, -1.17933804349e+004
+7.81254375000e+005, +3.33552183571e+002, -1.17720796434e+004
+7.82504350000e+005, +3.32253202038e+002, -1.17579897210e+004
+7.83754325000e+005, +3.30791904108e+002, -1.17394881071e+004
+7.85004300000e+005, +3.30541319514e+002, -1.17215958660e+004
+7.86254275000e+005, +3.29992938950e+002, -1.17025130535e+004
+7.87504250000e+005, +3.29054194905e+002, -1.16848567140e+004
+7.88754225000e+005, +3.28917196237e+002, -1.16671053533e+004
+7.90004200000e+005, +3.28317336708e+002, -1.16490255792e+004
+7.91254175000e+005, +3.28302179736e+002, -1.16309472693e+004
+7.92504150000e+005, +3.24530811249e+002, -1.16142515143e+004
+7.93754125000e+005, +3.25424334895e+002, -1.15956628527e+004
+7.95004100000e+005, +3.26022171788e+002, -1.15761258212e+004
+7.96254075000e+005, +3.25791487470e+002, -1.15590815254e+004
+7.97504050000e+005, +3.25330460456e+002, -1.15413883707e+004
+7.98754025000e+005, +3.24693508333e+002, -1.15241958464e+004
+8.00004000000e+005, +3.24318576633e+002, -1.15063655973e+004
+8.01253975000e+005, +3.23869065162e+002, -1.14892253965e+004
+8.02503950000e+005, +3.23533195337e+002, -1.14717678132e+004
+8.03753925000e+005, +3.24531336584e+002, -1.14529397444e+004
+8.05003900000e+005, +3.21608119053e+002, -1.14375321809e+004
+8.06253875000e+005, +3.22355209952e+002, -1.14194655479e+004
+8.07503850000e+005, +3.20947610038e+002, -1.14026720886e+004
+8.08753825000e+005, +3.20590840131e+002, -1.13849196793e+004
+8.10003800000e+005, +3.20194181497e+002, -1.13673730708e+004
+8.11253775000e+005, +3.19461759085e+002, -1.13507395651e+004
+8.12503750000e+005, +3.18818559376e+002, -1.13336813522e+004
+8.13753725000e+005, +3.18025070861e+002, -1.13159088879e+004
+8.15003700000e+005, +3.17306189372e+002, -1.12993764196e+004
+8.16253675000e+005, +3.16946557077e+002, -1.12834584651e+004
+8.17503650000e+005, +3.16200097835e+002, -1.12643707553e+004
+8.18753625000e+005, +3.16398386802e+002, -1.12484691078e+004
+8.20003600000e+005, +3.15679483701e+002, -1.12318430055e+004
+8.21253575000e+005, +3.14621852642e+002, -1.12151929478e+004
+8.22503550000e+005, +3.14741116750e+002, -1.11982527584e+004
+8.23753525000e+005, +3.14042240498e+002, -1.11813366914e+004
+8.25003500000e+005, +3.13431075559e+002, -1.11645156662e+004
+8.26253475000e+005, +3.13277785889e+002, -1.11481303162e+004
+8.27503450000e+005, +3.12068955969e+002, -1.11313796804e+004
+8.28753425000e+005, +3.11993325374e+002, -1.11153543868e+004
+8.30003400000e+005, +3.11605352065e+002, -1.10983075150e+004
+8.31253375000e+005, +3.11119695781e+002, -1.10817438720e+004
+8.32503350000e+005, +3.10221685469e+002, -1.10658444128e+004
+8.33753325000e+005, +3.10112081825e+002, -1.10494278424e+004
+8.35003300000e+005, +3.09772443062e+002, -1.10327701386e+004
+8.36253275000e+005, +3.09123125172e+002, -1.10166142556e+004
+8.37503250000e+005, +3.08881693165e+002, -1.10007493081e+004
+8.38753225000e+005, +3.07851771432e+002, -1.09844263392e+004
+8.40003200000e+005, +3.07772304776e+002, -1.09685892788e+004
+8.41253175000e+005, +3.07954113688e+002, -1.09526541458e+004
+8.42503150000e+005, +3.06870860273e+002, -1.09364786815e+004
+8.43753125000e+005, +3.06392300397e+002, -1.09205838178e+004
+8.45003100000e+005, +3.06049433882e+002, -1.09047671241e+004
+8.46253075000e+005, +3.05218937392e+002, -1.08886133228e+004
+8.47503050000e+005, +3.05401772367e+002, -1.08730191158e+004
+8.48753025000e+005, +3.04537466832e+002, -1.08575082202e+004
+8.50003000000e+005, +3.04038454244e+002, -1.08417416616e+004
+8.51252975000e+005, +3.02929026146e+002, -1.08258124243e+004
+8.52502950000e+005, +3.02618770859e+002, -1.08102114578e+004
+8.53752925000e+005, +3.02713160443e+002, -1.07945980322e+004
+8.55002900000e+005, +3.02245091213e+002, -1.07790403816e+004
+8.56252875000e+005, +3.01961698871e+002, -1.07635878345e+004
+8.57502850000e+005, +3.01248409596e+002, -1.07485294387e+004
+8.58752825000e+005, +3.00748513324e+002, -1.07329826313e+004
+8.60002800000e+005, +3.00760753864e+002, -1.07173359036e+004
+8.61252775000e+005, +3.00078544501e+002, -1.07021992232e+004
+8.62502750000e+005, +2.99121458732e+002, -1.06872838984e+004
+8.63752725000e+005, +2.98962627712e+002, -1.06722720000e+004
+8.65002700000e+005, +2.98571961161e+002, -1.06566414169e+004
+8.66252675000e+005, +2.97866000568e+002, -1.06417238346e+004
+8.67502650000e+005, +2.97497243087e+002, -1.06265738122e+004
+8.68752625000e+005, +2.97236827066e+002, -1.06111633674e+004
+8.70002600000e+005, +2.96638032067e+002, -1.05960811482e+004
+8.71252575000e+005, +2.96018034905e+002, -1.05808616872e+004
+8.72502550000e+005, +2.96225704719e+002, -1.05666542087e+004
+8.73752525000e+005, +2.95155846580e+002, -1.05516200372e+004
+8.75002500000e+005, +2.95583168851e+002, -1.05370328307e+004
+8.76252475000e+005, +2.94467429206e+002, -1.05216144125e+004
+8.77502450000e+005, +2.94330326810e+002, -1.05072905888e+004
+8.78752425000e+005, +2.93295192534e+002, -1.04922959070e+004
+8.80002400000e+005, +2.93398859875e+002, -1.04776733964e+004
+8.81252375000e+005, +2.92890193552e+002, -1.04633599941e+004
+8.82502350000e+005, +2.91986715372e+002, -1.04485084670e+004
+8.83752325000e+005, +2.91831647541e+002, -1.04339616671e+004
+8.85002300000e+005, +2.91140673148e+002, -1.04194610013e+004
+8.86252275000e+005, +2.90911733221e+002, -1.04047526019e+004
+8.87502250000e+005, +2.90528316856e+002, -1.03907773995e+004
+8.88752225000e+005, +2.90423975667e+002, -1.03761957552e+004
+8.90002200000e+005, +2.89563567938e+002, -1.03620138816e+004
+8.91252175000e+005, +2.89465063175e+002, -1.03475585223e+004
+8.92502150000e+005, +2.88822827573e+002, -1.03331569762e+004
+8.93752125000e+005, +2.87900069671e+002, -1.03188756934e+004
+8.95002100000e+005, +2.88729781595e+002, -1.03056010468e+004
+8.96252075000e+005, +2.88064493193e+002, -1.02916948164e+004
+8.97502050000e+005, +2.87520171446e+002, -1.02766656579e+004
+8.98752025000e+005, +2.86561306314e+002, -1.02626158378e+004
+9.00002000000e+005, +2.86327172415e+002, -1.02483325222e+004
+9.01251975000e+005, +2.85806370778e+002, -1.02347360234e+004
+9.02501950000e+005, +2.85252991097e+002, -1.02208452714e+004
+9.03751925000e+005, +2.85243568951e+002, -1.02067127632e+004
+9.05001900000e+005, +2.84041466244e+002, -1.01930902559e+004
+9.06251875000e+005, +2.84596666649e+002, -1.01782122168e+004
+9.07501850000e+005, +2.84321220036e+002, -1.01654014744e+004
+9.08751825000e+005, +2.83444766711e+002, -1.01512919816e+004
+9.10001800000e+005, +2.83336843603e+002, -1.01383377206e+004
+9.11251775000e+005, +2.82399543878e+002, -1.01245876750e+004
+9.12501750000e+005, +2.82064279478e+002, -1.01104521754e+004
+9.13751725000e+005, +2.81951255926e+002, -1.00971543242e+004
+9.15001700000e+005, +2.81600580366e+002, -1.00834094437e+004
+9.16251675000e+005, +2.81539978589e+002, -1.00697723200e+004
+9.17501650000e+005, +2.81047484066e+002, -1.00552815952e+004
+9.18751625000e+005, +2.80625457139e+002, -1.00424685904e+004
+9.20001600000e+005, +2.79609127803e+002, -1.00299501738e+004
+9.21251575000e+005, +2.79368851240e+002, -1.00168604523e+004
+9.22501550000e+005, +2.78684344018e+002, -1.00030361677e+004
+9.23751525000e+005, +2.78791866908e+002, -9.98964164798e+003
+9.25001500000e+005, +2.78534219724e+002, -9.97671262197e+003
+9.26251475000e+005, +2.78226824461e+002, -9.96388127174e+003
+9.27501450000e+005, +2.77774346613e+002, -9.95015905975e+003
+9.28751425000e+005, +2.77403075540e+002, -9.93729360061e+003
+9.30001400000e+005, +2.77935383652e+002, -9.92463778889e+003
+9.31251375000e+005, +2.76492844112e+002, -9.91072065197e+003
+9.32501350000e+005, +2.76260122860e+002, -9.89812146165e+003
+9.33751325000e+005, +2.76045850839e+002, -9.88417519509e+003
+9.35001300000e+005, +2.75815740018e+002, -9.87201284738e+003
+9.36251275000e+005, +2.75066700587e+002, -9.85880727689e+003
+9.37501250000e+005, +2.74530161024e+002, -9.84656385273e+003
+9.38751225000e+005, +2.74389666514e+002, -9.83366984219e+003
+9.40001200000e+005, +2.74256345321e+002, -9.81992510341e+003
+9.41251175000e+005, +2.74040415690e+002, -9.80830879005e+003
+9.42501150000e+005, +2.73171557519e+002, -9.79528860756e+003
+9.43751125000e+005, +2.73346470620e+002, -9.78164994536e+003
+9.45001100000e+005, +2.72494507725e+002, -9.76959111431e+003
+9.46251075000e+005, +2.71684847832e+002, -9.75681992352e+003
+9.47501050000e+005, +2.71718492133e+002, -9.74454454975e+003
+9.48751025000e+005, +2.71181242333e+002, -9.73176304416e+003
+9.50001000000e+005, +2.71280775448e+002, -9.71941187863e+003
+9.51250975000e+005, +2.70522134147e+002, -9.70733251936e+003
+9.52500950000e+005, +2.70162137658e+002, -9.69436181921e+003
+9.53750925000e+005, +2.70173378576e+002, -9.68176787248e+003
+9.55000900000e+005, +2.69468762157e+002, -9.66981719935e+003
+9.56250875000e+005, +2.69000858192e+002, -9.65693393252e+003
+9.57500850000e+005, +2.69587942571e+002, -9.64522225495e+003
+9.58750825000e+005, +2.68510144734e+002, -9.63270365751e+003
+9.60000800000e+005, +2.68329172520e+002, -9.61999569502e+003
+9.61250775000e+005, +2.67253421724e+002, -9.60773202710e+003
+9.62500750000e+005, +2.67485602501e+002, -9.59563118896e+003
+9.63750725000e+005, +2.67165228525e+002, -9.58394410503e+003
+9.65000700000e+005, +2.66843077867e+002, -9.57126086963e+003
+9.66250675000e+005, +2.66324702377e+002, -9.55874773314e+003
+9.67500650000e+005, +2.66146660780e+002, -9.54624387075e+003
+9.68750625000e+005, +2.65911573187e+002, -9.53556173338e+003
+9.70000600000e+005, +2.65815630168e+002, -9.52230068153e+003
+9.71250575000e+005, +2.65353622771e+002, -9.51140053999e+003
+9.72500550000e+005, +2.64700798749e+002, -9.49929295811e+003
+9.73750525000e+005, +2.64113764325e+002, -9.48689730952e+003
+9.75000500000e+005, +2.63966283430e+002, -9.47506836253e+003
+9.76250475000e+005, +2.62777910037e+002, -9.46300355567e+003
+9.77500450000e+005, +2.64118575109e+002, -9.45073922319e+003
+9.78750425000e+005, +2.63387635950e+002, -9.43976812900e+003
+9.80000400000e+005, +2.62627376227e+002, -9.42751498408e+003
+9.81250375000e+005, +2.61968969058e+002, -9.41596213583e+003
+9.82500350000e+005, +2.62168216919e+002, -9.40397199339e+003
+9.83750325000e+005, +2.61007999082e+002, -9.39265597680e+003
+9.85000300000e+005, +2.60496778347e+002, -9.38071718249e+003
+9.86250275000e+005, +2.60543288847e+002, -9.36898777076e+003
+9.87500250000e+005, +2.60208026232e+002, -9.35731783205e+003
+9.88750225000e+005, +2.60035957109e+002, -9.34572490426e+003
+9.90000200000e+005, +2.59986743025e+002, -9.33476723181e+003
+9.91250175000e+005, +2.59690863804e+002, -9.32219107678e+003
+9.92500150000e+005, +2.58980658034e+002, -9.31138208851e+003
+9.93750125000e+005, +2.58786347915e+002, -9.29884109715e+003
+9.95000100000e+005, +2.57903889210e+002, -9.28806556954e+003
+9.96250075000e+005, +2.58057079861e+002, -9.27675196273e+003
+9.97500050000e+005, +2.57586581417e+002, -9.26505181642e+003
+9.98750025000e+005, +2.57123496963e+002, -9.25377314003e+003
+1.00000000000e+006, +2.57381096479e+002, -9.24264020249e+003
END
