Created: Mar 28, 2019  09:46:25
AIM version 912 // ID = 190216155237
"03-28-2019_1.scn"
Z0, 50
Freq(MHz),SWR,Rs,Xs,Zmag,Phase(deg),Rho,ReturnLoss,%ReflectedPower
 0.280000,  16.520685,  15.971869,  -102.403853,  103.641930,  -81.135177,  0.885849,  1.052804,  78.472883
 0.285000,  17.711102,  14.321229,  -100.087810,  101.107207,  -81.857155,  0.893112,  0.981886,  79.764831
 0.290000,  19.021539,  12.627938,  -96.870376,  97.689992,  -82.572999,  0.900108,  0.914112,  81.019366
 0.295000,  19.886068,  11.416639,  -93.541266,  94.235386,  -83.041655,  0.904242,  0.874303,  81.765430
 0.300000,  19.948635,  10.718104,  -90.014242,  90.650105,  -83.209839,  0.904528,  0.871556,  81.817160
 0.305000,  19.076698,  10.567851,  -86.579464,  87.222033,  -83.041072,  0.900382,  0.911464,  81.068779
 0.310000,  17.433877,  10.999050,  -83.656263,  84.376237,  -82.509911,  0.891504,  0.997533,  79.477957
 0.315000,  15.683784,  11.676299,  -80.977254,  81.814740,  -81.795085,  0.880123,  1.109131,  77.461671
 0.320000,  13.833795,  12.740668,  -78.716670,  79.741073,  -80.806277,  0.865173,  1.257943,  74.852387
 0.325000,  12.664343,  13.609132,  -77.369613,  78.557403,  -80.024000,  0.853634,  1.374570,  72.869040
 0.330000,  12.114057,  14.112099,  -76.855930,  78.140804,  -79.595527,  0.847492,  1.437289,  71.824252
 0.335000,  12.298519,  13.708320,  -76.140757,  77.364933,  -79.793992,  0.849607,  1.415635,  72.183259
 0.340000,  12.216502,  13.454972,  -74.784135,  75.984888,  -79.800747,  0.848674,  1.425182,  72.024760
 0.345000,  12.300810,  13.079826,  -73.666188,  74.818374,  -79.931896,  0.849633,  1.415370,  72.187660
 0.350000,  12.454813,  12.559488,  -72.207915,  73.292044,  -80.133109,  0.851354,  1.397793,  72.480415
 0.355000,  12.294435,  12.323894,  -70.526644,  71.595292,  -80.088296,  0.849561,  1.416107,  72.175409
 0.360000,  11.940905,  12.298977,  -68.871476,  69.961025,  -79.875066,  0.845451,  1.458228,  71.478790
 0.365000,  11.410875,  12.537195,  -67.459413,  68.614529,  -79.471951,  0.838851,  1.526303,  70.367102
 0.370000,  11.045207,  12.620938,  -66.090005,  67.284299,  -79.188767,  0.833959,  1.577108,  69.548737
 0.375000,  10.545142,  12.845614,  -64.566548,  65.831975,  -78.747979,  0.826767,  1.652338,  68.354361
 0.380000,  10.054593,  13.144425,  -63.250941,  64.602303,  -78.260375,  0.819080,  1.733476,  67.089161
 0.385000,  9.663896,  13.351183,  -61.984239,  63.405836,  -77.844549,  0.812451,  1.804053,  66.007710
 0.390000,  9.316551,  13.480132,  -60.580921,  62.062565,  -77.455372,  0.806137,  1.871825,  64.985648
 0.395000,  8.886842,  13.733529,  -59.085061,  60.660154,  -76.914850,  0.797711,  1.963089,  63.634275
 0.400000,  8.257983,  14.319634,  -57.395250,  59.154599,  -75.991307,  0.783970,  2.114009,  61.460931
 0.405000,  7.452587,  15.345400,  -55.548341,  57.628981,  -74.557153,  0.763386,  2.345116,  58.275824
 0.410000,  6.520263,  17.128615,  -54.056576,  56.705405,  -72.418562,  0.734052,  2.685465,  53.883213
 0.415000,  5.794680,  19.086301,  -53.201051,  56.521135,  -70.264270,  0.705652,  3.028187,  49.794486
 0.420000,  5.189669,  21.288823,  -52.687674,  56.826094,  -67.998604,  0.676881,  3.389754,  45.816782
 0.425000,  4.705923,  24.019003,  -53.196491,  58.367621,  -65.700235,  0.649487,  3.748590,  42.183344
 0.430000,  4.513471,  26.184125,  -54.895558,  60.820479,  -64.499869,  0.637252,  3.913775,  40.609024
 0.435000,  4.534422,  27.330978,  -57.016657,  63.228803,  -64.389347,  0.638625,  3.895078,  40.784228
 0.440000,  4.659827,  27.876784,  -59.304739,  65.529895,  -64.823775,  0.646632,  3.786852,  41.813331
 0.445000,  4.873896,  28.111998,  -62.039152,  68.111238,  -65.623258,  0.659510,  3.615566,  43.495406
 0.450000,  5.437687,  26.613542,  -65.362368,  70.572798,  -67.845480,  0.689329,  3.231464,  47.517506
 0.455000,  6.335035,  23.296741,  -67.234052,  71.155856,  -70.888815,  0.727336,  2.765298,  52.901767
 0.460000,  7.181432,  20.329528,  -67.290480,  70.294370,  -73.189723,  0.755544,  2.434805,  57.084676
 0.465000,  7.938511,  18.104464,  -66.875868,  69.283139,  -74.852250,  0.776249,  2.199978,  60.256263
 0.470000,  8.755616,  16.196893,  -66.489425,  68.433785,  -76.309473,  0.794990,  1.992768,  63.200890
 0.475000,  9.934858,  14.012242,  -65.838132,  67.312722,  -77.985221,  0.817099,  1.754510,  66.765026
 0.480000,  11.101929,  12.176165,  -64.540877,  65.679402,  -79.316392,  0.834737,  1.569006,  69.678600
 0.485000,  12.101378,  10.830761,  -63.093589,  64.016454,  -80.259580,  0.847344,  1.438802,  71.799236
 0.490000,  12.669957,  10.050727,  -61.690845,  62.504220,  -80.746763,  0.853694,  1.373958,  72.879304
 0.495000,  13.371038,  9.294642,  -60.517078,  61.226687,  -81.268481,  0.860831,  1.301640,  74.103037
 0.500000,  14.064041,  8.631952,  -59.381677,  60.005784,  -81.729337,  0.867234,  1.237279,  75.209395
 0.505000,  14.591885,  8.128546,  -58.243626,  58.808105,  -82.055198,  0.871728,  1.192379,  75.990997
 0.510000,  15.115090,  7.674647,  -57.154498,  57.667468,  -82.352273,  0.875893,  1.150982,  76.718806
 0.515000,  15.511046,  7.318416,  -56.087843,  56.563286,  -82.566115,  0.878869,  1.121517,  77.241067
 0.520000,  15.974144,  6.952775,  -55.015025,  55.452629,  -82.797315,  0.882174,  1.088918,  77.823049
 0.525000,  16.400193,  6.640281,  -54.048549,  54.454926,  -82.996017,  0.885059,  1.060558,  78.332899
 0.530000,  16.746787,  6.378656,  -53.098562,  53.480320,  -83.150108,  0.887304,  1.038556,  78.730758
 0.535000,  16.944756,  6.188931,  -52.186737,  52.552435,  -83.236911,  0.888547,  1.026394,  78.951546
 0.540000,  17.335039,  5.932675,  -51.225704,  51.568105,  -83.393901,  0.890919,  1.003233,  79.373709
 0.545000,  17.435369,  5.792018,  -50.322571,  50.654798,  -83.434418,  0.891513,  0.997448,  79.479522
 0.550000,  17.150365,  5.779463,  -49.390714,  49.727707,  -83.326022,  0.889809,  1.014060,  79.176073
 0.555000,  17.126068,  5.693961,  -48.579422,  48.911976,  -83.315049,  0.889662,  1.015502,  79.149789
 0.560000,  16.824500,  5.693876,  -47.689957,  48.028660,  -83.191625,  0.887795,  1.033747,  78.817976
 0.565000,  16.644362,  5.662843,  -46.879247,  47.220034,  -83.112396,  0.886649,  1.044962,  78.614706
 0.570000,  16.151414,  5.741837,  -46.062409,  46.418900,  -82.894682,  0.883392,  1.076935,  78.038061
 0.575000,  15.556498,  5.872460,  -45.300495,  45.679543,  -82.613885,  0.879202,  1.118231,  77.299530
 0.580000,  14.928714,  6.038477,  -44.621699,  45.028427,  -82.293352,  0.874441,  1.165394,  76.464633
 0.585000,  14.417700,  6.166793,  -43.919302,  44.350134,  -82.007388,  0.870279,  1.206830,  75.738547
 0.590000,  14.157696,  6.196141,  -43.239387,  43.681080,  -81.845258,  0.868054,  1.229067,  75.351744
 0.595000,  13.582875,  6.360806,  -42.460059,  42.933862,  -81.480203,  0.862853,  1.281265,  74.451501
 0.600000,  12.860911,  6.619224,  -41.693910,  42.216067,  -80.979288,  0.855709,  1.353475,  73.223847
 0.605000,  11.964596,  7.030065,  -41.055468,  41.653010,  -80.283429,  0.845734,  1.455327,  71.526553
 0.610000,  11.222169,  7.438759,  -40.641834,  41.316992,  -79.627982,  0.836363,  1.552105,  69.950294
 0.615000,  10.435013,  7.956655,  -40.326247,  41.103705,  -78.838640,  0.825099,  1.669883,  68.078766
 0.620000,  9.818531,  8.415863,  -40.044984,  40.919769,  -78.131565,  0.815132,  1.775441,  66.444019
 0.625000,  9.386836,  8.782224,  -39.893816,  40.849039,  -77.585068,  0.807449,  1.857703,  65.197321
 0.630000,  9.063195,  9.083303,  -39.796881,  40.820315,  -77.143096,  0.801256,  1.924575,  64.201111
 0.635000,  8.788884,  9.367032,  -39.772296,  40.860456,  -76.747542,  0.795687,  1.985159,  63.311718
 0.640000,  8.586224,  9.630505,  -39.972720,  41.116481,  -76.454195,  0.791367,  2.032438,  62.626219
 0.645000,  8.487518,  9.797271,  -40.242451,  41.417887,  -76.317312,  0.789197,  2.056295,  62.283145
 0.650000,  8.666044,  9.668313,  -40.639979,  41.774205,  -76.618141,  0.793090,  2.013549,  62.899195
 0.655000,  9.047913,  9.306760,  -40.928621,  41.973417,  -77.189480,  0.800954,  1.927852,  64.152680
 0.660000,  9.715157,  8.682029,  -41.069074,  41.976737,  -78.063518,  0.813349,  1.794467,  66.153579
 0.665000,  10.433318,  8.059621,  -40.964573,  41.749895,  -78.869580,  0.825073,  1.670156,  68.074487
 0.670000,  11.193995,  7.453561,  -40.613957,  41.292240,  -79.600814,  0.835985,  1.556032,  69.887065
 0.675000,  11.811782,  6.991804,  -40.124739,  40.729350,  -80.115500,  0.843894,  1.474245,  71.215656
 0.680000,  12.166636,  6.711355,  -39.563481,  40.128684,  -80.372417,  0.848101,  1.431049,  71.927515
 0.685000,  12.451353,  6.495952,  -39.090374,  39.626440,  -80.565075,  0.851316,  1.398183,  72.473906
 0.690000,  12.485334,  6.420007,  -38.630173,  39.160015,  -80.564309,  0.851691,  1.394362,  72.537710
 0.695000,  12.623304,  6.302880,  -38.254374,  38.770136,  -80.644014,  0.853193,  1.379057,  72.793784
 0.700000,  12.875262,  6.134421,  -37.885421,  38.378851,  -80.802616,  0.855859,  1.351960,  73.249391
 0.705000,  13.277002,  5.909190,  -37.551984,  38.014077,  -81.057396,  0.859915,  1.310894,  73.945306
 0.710000,  13.616407,  5.719662,  -37.179975,  37.617351,  -81.254483,  0.863167,  1.278099,  74.505808
 0.715000,  13.905068,  5.553967,  -36.749683,  37.166998,  -81.406087,  0.865817,  1.251473,  74.963986
 0.720000,  14.064682,  5.442780,  -36.294271,  36.700108,  -81.471477,  0.867239,  1.237222,  75.210375
 0.725000,  14.092812,  5.380586,  -35.798306,  36.200407,  -81.452410,  0.867487,  1.234745,  75.253298
 0.730000,  14.101568,  5.334951,  -35.383801,  35.783727,  -81.426020,  0.867563,  1.233975,  75.266629
 0.735000,  14.102491,  5.294042,  -34.981454,  35.379783,  -81.394387,  0.867572,  1.233894,  75.268033
 0.740000,  14.208604,  5.218593,  -34.620469,  35.011578,  -81.428071,  0.868495,  1.224649,  75.428442
 0.745000,  13.990798,  5.259746,  -34.213071,  34.615014,  -81.260203,  0.866585,  1.243778,  75.096925
 0.750000,  13.834553,  5.280014,  -33.816207,  34.225932,  -81.125716,  0.865180,  1.257874,  74.853579
 0.755000,  13.641695,  5.323123,  -33.496212,  33.916542,  -80.970368,  0.863404,  1.275721,  74.546611
 0.760000,  13.505030,  5.342658,  -33.149275,  33.577052,  -80.844531,  0.862117,  1.288678,  74.324537
 0.765000,  13.283522,  5.400092,  -32.829519,  33.270682,  -80.659266,  0.859979,  1.310248,  73.956305
 0.770000,  13.315333,  5.357274,  -32.528619,  32.966824,  -80.647815,  0.860290,  1.307106,  74.009830
 0.775000,  12.992146,  5.470633,  -32.324739,  32.784395,  -80.394433,  0.857063,  1.339748,  73.455641
 0.780000,  12.797516,  5.531172,  -32.097966,  32.571050,  -80.222865,  0.855046,  1.360207,  73.110429
 0.785000,  12.760484,  5.530765,  -31.935000,  32.410393,  -80.174650,  0.854656,  1.364170,  73.043735
 0.790000,  12.870890,  5.468221,  -31.786548,  32.253467,  -80.239123,  0.855813,  1.352421,  73.241613
 0.795000,  12.827376,  5.465612,  -31.573798,  32.043371,  -80.179226,  0.855359,  1.357027,  73.163971
 0.800000,  12.961465,  5.390483,  -31.387335,  31.846854,  -80.255190,  0.856749,  1.342932,  73.401810
 0.805000,  13.164850,  5.292441,  -31.237807,  31.682968,  -80.384161,  0.858805,  1.322104,  73.754676
 0.810000,  13.352553,  5.203695,  -31.089197,  31.521685,  -80.498083,  0.860652,  1.303449,  74.072181
 0.815000,  13.582877,  5.096099,  -30.883217,  31.300852,  -80.630092,  0.862853,  1.281265,  74.451504
 0.820000,  13.762201,  5.012123,  -30.691708,  31.098268,  -80.725299,  0.864519,  1.264511,  74.739284
 0.825000,  14.123213,  4.858454,  -30.404686,  30.790413,  -80.921432,  0.867753,  1.232078,  75.299521
 0.830000,  14.310325,  4.776015,  -30.185984,  30.561479,  -81.009354,  0.869369,  1.215915,  75.580281
 0.835000,  14.786521,  4.602243,  -29.948953,  30.300502,  -81.263864,  0.873310,  1.176635,  76.266974
 0.840000,  14.853215,  4.554914,  -29.619952,  29.968130,  -81.257763,  0.873843,  1.171335,  76.360093
 0.845000,  15.287233,  4.408174,  -29.401108,  29.729735,  -81.473174,  0.877204,  1.137984,  76.948762
 0.850000,  15.466565,  4.335535,  -29.120623,  29.441596,  -81.532038,  0.878542,  1.124752,  77.183563
 0.855000,  15.580828,  4.278317,  -28.782132,  29.098369,  -81.545326,  0.879379,  1.116481,  77.330700
 0.860000,  15.651588,  4.240417,  -28.531184,  28.844576,  -81.546500,  0.879891,  1.111419,  77.420877
 0.865000,  15.797567,  4.181364,  -28.258083,  28.565767,  -81.583132,  0.880935,  1.101121,  77.604672
 0.870000,  16.055504,  4.093475,  -27.966616,  28.264610,  -81.672889,  0.882736,  1.083385,  77.922249
 0.875000,  16.349025,  4.003996,  -27.735988,  28.023508,  -81.785615,  0.884720,  1.063886,  78.272903
 0.880000,  16.319187,  3.991726,  -27.447816,  27.736555,  -81.725648,  0.884521,  1.065836,  78.237764
 0.885000,  16.327996,  3.968823,  -27.139429,  27.428091,  -81.680281,  0.884580,  1.065259,  78.248151
 0.890000,  16.204043,  3.982758,  -26.893614,  27.186924,  -81.576261,  0.883748,  1.073429,  78.101098
 0.895000,  16.281118,  3.947897,  -26.652345,  26.943151,  -81.574432,  0.884267,  1.068334,  78.192768
 0.900000,  16.392562,  3.908112,  -26.454587,  26.741700,  -81.596671,  0.885008,  1.061053,  78.323971
 0.905000,  16.396126,  3.889065,  -26.172784,  26.460149,  -81.548295,  0.885032,  1.060822,  78.328142
 0.910000,  16.451951,  3.860797,  -25.936655,  26.222430,  -81.533556,  0.885400,  1.057213,  78.393251
 0.915000,  16.505317,  3.832992,  -25.693518,  25.977850,  -81.515260,  0.885749,  1.053787,  78.455128
 0.920000,  16.878288,  3.733359,  -25.451067,  25.723428,  -81.655071,  0.888132,  1.030445,  78.877928
 0.925000,  16.483946,  3.807455,  -25.202114,  25.488100,  -81.409047,  0.885609,  1.055156,  78.430392
 0.930000,  16.708208,  3.741879,  -24.963981,  25.242861,  -81.475480,  0.887058,  1.040959,  78.687194
 0.935000,  17.020400,  3.662954,  -24.790926,  25.060073,  -81.595284,  0.889015,  1.021821,  79.034709
 0.940000,  16.814470,  3.695053,  -24.573404,  24.849660,  -81.448759,  0.887732,  1.034365,  78.806760
 0.945000,  16.738732,  3.699646,  -24.366635,  24.645898,  -81.366723,  0.887252,  1.039057,  78.721676
 0.950000,  16.659361,  3.705620,  -24.167192,  24.449638,  -81.282723,  0.886746,  1.044019,  78.631779
 0.955000,  16.858135,  3.648076,  -23.926950,  24.203458,  -81.331177,  0.888006,  1.031680,  78.855505
 0.960000,  17.027773,  3.600171,  -23.722451,  23.994081,  -81.370660,  0.889060,  1.021378,  79.042780
 0.965000,  16.739998,  3.650560,  -23.517992,  23.799633,  -81.176868,  0.887260,  1.038978,  78.723105
 0.970000,  16.773010,  3.632320,  -23.321261,  23.602436,  -81.147369,  0.887470,  1.036928,  78.760268
 0.975000,  16.833723,  3.605657,  -23.076834,  23.356820,  -81.119722,  0.887853,  1.033179,  78.828281
 0.980000,  16.825389,  3.595906,  -22.866592,  23.147604,  -81.063233,  0.887800,  1.033692,  78.818970
 0.985000,  17.006406,  3.548396,  -22.696126,  22.971836,  -81.114244,  0.888928,  1.022664,  79.019373
 0.990000,  17.210415,  3.497745,  -22.534639,  22.804477,  -81.177302,  0.890173,  1.010514,  79.240751
 0.995000,  16.892414,  3.552145,  -22.318407,  22.599315,  -80.956931,  0.888221,  1.029581,  78.893616
 1.000000,  16.942072,  3.531301,  -22.120798,  22.400888,  -80.930136,  0.888530,  1.026557,  78.948583
