Created: Mar 26, 2019  09:19:05
AIM version 912 // ID = 190216155237
"03-26-2019_1.scn"
Z0, 50
Freq(MHz),SWR,Rs,Xs,Zmag,Phase(deg),Rho,ReturnLoss,%ReflectedPower
 0.810000,  12.648950,  5.244789,  -28.465381,  28.944528,  -79.560394,  0.853469,  1.376249,  72.840861
 0.815000,  12.789856,  5.164398,  -28.215488,  28.684225,  -79.627867,  0.854966,  1.361025,  73.096661
 0.820000,  12.994107,  5.060764,  -27.961893,  28.416172,  -79.741350,  0.857083,  1.339545,  73.459075
 0.825000,  13.069760,  5.009531,  -27.708085,  28.157297,  -79.751955,  0.857851,  1.331761,  73.590863
 0.830000,  13.119571,  4.970021,  -27.467568,  27.913588,  -79.743928,  0.858353,  1.326685,  73.676925
 0.835000,  13.277860,  4.890308,  -27.223919,  27.659661,  -79.816547,  0.859923,  1.310809,  73.946755
 0.840000,  13.516701,  4.786002,  -27.006416,  27.427219,  -79.950678,  0.862228,  1.287561,  74.343653
 0.845000,  13.691613,  4.705316,  -26.762135,  27.172631,  -80.028319,  0.863868,  1.271053,  74.626777
 0.850000,  13.836638,  4.638306,  -26.536304,  26.938621,  -80.085516,  0.865199,  1.257684,  74.856857
 0.855000,  13.914730,  4.588294,  -26.223618,  26.621995,  -80.075674,  0.865904,  1.250601,  74.979038
 0.860000,  14.054851,  4.524792,  -25.988203,  26.379166,  -80.123411,  0.867152,  1.238091,  75.195338
 0.865000,  14.262980,  4.439905,  -25.732572,  26.112794,  -80.210697,  0.868964,  1.219964,  75.509842
 0.870000,  14.296806,  4.413271,  -25.509639,  25.888582,  -80.184893,  0.869254,  1.217069,  75.560208
 0.875000,  14.545081,  4.320869,  -25.269602,  25.636355,  -80.296932,  0.871342,  1.196228,  75.923677
 0.880000,  14.662423,  4.268201,  -25.008907,  25.370514,  -80.314945,  0.872306,  1.186624,  76.091747
 0.885000,  14.682504,  4.246527,  -24.777222,  25.138490,  -80.274801,  0.872469,  1.184996,  76.120276
 0.890000,  14.708467,  4.221271,  -24.514327,  24.875115,  -80.229847,  0.872680,  1.182898,  76.157061
 0.895000,  14.735303,  4.196299,  -24.255241,  24.615557,  -80.184794,  0.872897,  1.180737,  76.194965
 0.900000,  14.856263,  4.148178,  -24.043192,  24.398411,  -80.211253,  0.873867,  1.171094,  76.364332
 0.905000,  14.928366,  4.111239,  -23.781753,  24.134500,  -80.192147,  0.874438,  1.165421,  76.464154
 0.910000,  14.946362,  4.090276,  -23.530615,  23.883471,  -80.139073,  0.874580,  1.164014,  76.488937
 0.915000,  15.100126,  4.034411,  -23.304251,  23.650890,  -80.178493,  0.875777,  1.152126,  76.698599
 0.920000,  15.169987,  4.002155,  -23.082592,  23.426978,  -80.163750,  0.876314,  1.146804,  76.792633
 0.925000,  14.864682,  4.069129,  -22.835159,  23.194876,  -79.896329,  0.873934,  1.170429,  76.376030
 0.930000,  15.107215,  3.990528,  -22.617941,  22.967272,  -79.994306,  0.875832,  1.151583,  76.708176
 0.935000,  15.137949,  3.971439,  -22.434736,  22.783540,  -79.961530,  0.876069,  1.149239,  76.749604
 0.940000,  15.149108,  3.957365,  -22.246979,  22.596213,  -79.913684,  0.876154,  1.148390,  76.764609
 0.945000,  15.032811,  3.975755,  -22.039870,  22.395591,  -79.774566,  0.875256,  1.157300,  76.607273
 0.950000,  15.015312,  3.969862,  -21.860821,  22.218355,  -79.707555,  0.875120,  1.158653,  76.583416
 0.955000,  15.158225,  3.919103,  -21.630992,  21.983157,  -79.730694,  0.876224,  1.147697,  76.776854
 0.960000,  15.247507,  3.882915,  -21.398471,  21.747910,  -79.715294,  0.876904,  1.140957,  76.896096
 0.965000,  15.346135,  3.849682,  -21.251121,  21.596996,  -79.732248,  0.877647,  1.133603,  77.026412
 0.970000,  14.976118,  3.934075,  -21.059816,  21.424117,  -79.418968,  0.874813,  1.161694,  76.529804
 0.975000,  15.078452,  3.895880,  -20.855050,  21.215820,  -79.418817,  0.875610,  1.153787,  76.669272
 0.980000,  15.067285,  3.890111,  -20.698947,  21.061324,  -79.356264,  0.875523,  1.154644,  76.654134
 0.985000,  15.065313,  3.878943,  -20.486631,  20.850618,  -79.278663,  0.875508,  1.154796,  76.651458
 0.990000,  15.329309,  3.803008,  -20.317870,  20.670721,  -79.398444,  0.877521,  1.134851,  77.004283
 0.995000,  15.235507,  3.819028,  -20.178944,  20.537156,  -79.283206,  0.876813,  1.141858,  76.880140
 1.000000,  15.364058,  3.777437,  -19.996546,  20.350206,  -79.302767,  0.877781,  1.132277,  77.049936
