Created: Mar 25, 2019  21:12:02
AIM version 912 // ID = 190216155237
"03-25-2019_1.scn"
Z0, 50
Freq(MHz),SWR,Rs,Xs,Zmag,Phase(deg),Rho,ReturnLoss,%ReflectedPower
 0.190000,  2.664733,  60.378807,  -55.063534,  81.716541,  -42.363886,  0.454258,  6.853956,  20.634996
 0.195000,  2.687499,  66.734500,  -57.057208,  87.801017,  -40.530122,  0.457627,  6.789767,  20.942248
 0.200000,  2.670423,  73.309697,  -57.329802,  93.064590,  -38.026259,  0.455104,  6.837794,  20.711934
 0.205000,  2.816091,  81.863337,  -61.470465,  102.372965,  -36.902630,  0.475904,  6.449621,  22.648417
 0.210000,  3.240524,  88.850141,  -73.298195,  115.182347,  -39.521484,  0.528360,  5.541399,  27.916447
 0.215000,  3.825434,  85.879692,  -87.598618,  122.673711,  -45.567782,  0.585530,  4.649024,  34.284485
 0.220000,  4.345939,  74.298769,  -94.759671,  120.414709,  -51.900954,  0.625884,  4.070120,  39.173108
 0.225000,  4.371738,  67.273725,  -91.917444,  113.905972,  -53.799962,  0.627681,  4.045220,  39.398345
 0.230000,  4.372879,  68.097482,  -92.360551,  114.750767,  -53.598723,  0.627760,  4.044126,  39.408277
 0.235000,  4.753056,  65.806642,  -97.472439,  117.606932,  -55.975601,  0.652359,  3.710271,  42.557188
 0.240000,  5.297793,  60.904896,  -102.462107,  119.196853,  -59.272267,  0.682428,  3.318858,  46.570854
 0.245000,  6.029974,  51.773780,  -104.204155,  116.357338,  -63.579651,  0.715504,  2.907760,  51.194585
 0.250000,  6.475194,  45.102360,  -102.060644,  111.582248,  -66.158653,  0.732448,  2.704459,  53.648071
 0.255000,  6.796640,  40.229934,  -99.241754,  107.085822,  -67.933811,  0.743479,  2.574623,  55.276138
 0.260000,  7.079649,  36.304486,  -96.382234,  102.992965,  -69.360137,  0.752464,  2.470280,  56.620281
 0.265000,  7.302106,  33.227955,  -93.568841,  99.293631,  -70.449271,  0.759097,  2.394052,  57.622865
 0.270000,  7.424679,  30.906193,  -90.699322,  95.820456,  -71.183355,  0.762602,  2.354039,  58.156217
 0.275000,  7.515069,  29.048055,  -88.115734,  92.780235,  -71.754910,  0.765122,  2.325383,  58.541210
 0.280000,  7.611389,  27.363903,  -85.702031,  89.964556,  -72.292302,  0.767749,  2.295610,  58.943917
 0.285000,  7.672085,  26.045856,  -83.562308,  87.527401,  -72.688193,  0.769375,  2.277239,  59.193784
 0.290000,  7.788628,  24.653604,  -81.555831,  85.200667,  -73.180527,  0.772433,  2.242782,  59.665303
 0.295000,  7.774932,  23.750517,  -79.508388,  82.979942,  -73.368342,  0.772078,  2.246776,  59.610446
 0.300000,  7.789104,  22.945253,  -77.826438,  81.138394,  -73.573245,  0.772446,  2.242643,  59.667209
 0.305000,  7.913789,  21.906163,  -76.331926,  79.413116,  -73.987413,  0.775629,  2.206925,  60.159961
 0.310000,  8.076499,  20.815042,  -74.841363,  77.682016,  -74.457702,  0.779651,  2.161998,  60.785526
 0.315000,  8.229205,  19.683890,  -73.015622,  75.622328,  -74.912740,  0.783297,  2.121475,  61.355360
 0.320000,  8.298173,  18.761470,  -71.030621,  73.466603,  -75.204377,  0.784904,  2.103669,  61.607426
 0.325000,  8.325822,  18.059976,  -69.285654,  71.600730,  -75.390519,  0.785542,  2.096615,  61.707575
 0.330000,  8.334262,  17.423974,  -67.540622,  69.751922,  -75.534502,  0.785736,  2.094471,  61.738044
 0.335000,  8.230457,  17.107957,  -65.966385,  68.148706,  -75.461152,  0.783326,  2.121149,  61.359964
 0.340000,  8.146792,  16.758687,  -64.408681,  66.553226,  -75.415559,  0.781344,  2.143153,  61.049863
 0.345000,  8.083940,  16.355501,  -62.805272,  64.899959,  -75.403590,  0.779831,  2.159988,  60.813673
 0.350000,  8.018080,  15.970608,  -61.214469,  63.263508,  -75.377842,  0.778223,  2.177916,  60.563149
 0.355000,  7.868127,  15.754983,  -59.581956,  61.629773,  -75.188671,  0.774473,  2.219872,  59.980877
 0.360000,  7.691921,  15.619681,  -58.007121,  60.073293,  -74.929452,  0.769901,  2.271299,  59.274795
 0.365000,  7.415805,  15.697986,  -56.392153,  58.536327,  -74.444427,  0.762352,  2.356890,  58.118044
 0.370000,  7.154707,  15.757171,  -54.760629,  56.982584,  -73.947150,  0.754743,  2.444019,  56.963682
 0.375000,  6.790870,  16.113950,  -53.201238,  55.588048,  -73.149263,  0.743289,  2.576843,  55.247892
 0.380000,  6.394868,  16.600750,  -51.596437,  54.201266,  -72.164954,  0.729542,  2.738992,  53.223174
 0.385000,  5.993462,  17.242103,  -50.135271,  53.017313,  -71.021435,  0.714019,  2.925809,  50.982258
 0.390000,  5.527243,  18.265411,  -48.779854,  52.087420,  -69.471921,  0.693592,  3.177919,  48.106978
 0.395000,  5.117526,  19.404953,  -47.731633,  51.525343,  -67.876271,  0.673070,  3.438789,  45.302385
 0.400000,  4.736345,  20.771255,  -46.976816,  51.364056,  -66.147033,  0.651346,  3.723766,  42.425150
 0.405000,  4.396291,  22.354644,  -46.565981,  51.653854,  -64.356133,  0.629375,  4.021809,  39.611299
 0.410000,  4.166263,  23.834831,  -46.723171,  52.451443,  -62.972677,  0.612873,  4.252591,  37.561325
 0.415000,  4.042046,  25.006045,  -47.305399,  53.507972,  -62.138790,  0.603336,  4.388821,  36.401387
 0.420000,  4.002179,  25.774403,  -48.118325,  54.586565,  -61.824544,  0.600174,  4.434453,  36.020909
 0.425000,  3.986807,  26.481563,  -49.088555,  55.775975,  -61.654795,  0.598942,  4.452308,  35.873128
 0.430000,  4.002351,  27.069841,  -50.224974,  57.055449,  -61.676696,  0.600188,  4.434254,  36.022560
 0.435000,  4.119677,  27.249596,  -51.972696,  58.683060,  -62.331818,  0.609350,  4.302659,  37.130786
 0.440000,  4.406878,  26.340458,  -53.935110,  60.023461,  -63.970473,  0.630101,  4.011799,  39.702701
 0.445000,  4.797436,  24.553495,  -55.160851,  60.378751,  -66.005056,  0.655020,  3.674910,  42.905111
 0.450000,  5.178546,  22.697437,  -55.506403,  59.967778,  -67.759697,  0.676299,  3.397222,  45.738064
 0.455000,  5.506088,  21.139340,  -55.361039,  59.259737,  -69.101011,  0.692596,  3.190405,  47.968866
 0.460000,  5.759616,  19.946834,  -54.950802,  58.459104,  -70.049508,  0.704125,  3.047002,  49.579233
 0.465000,  6.057307,  18.769272,  -54.655352,  57.788347,  -71.047068,  0.716606,  2.894394,  51.352386
 0.470000,  6.392005,  17.582517,  -54.293345,  57.069363,  -72.055946,  0.729437,  2.740239,  53.207894
 0.475000,  6.769766,  16.371666,  -53.800586,  56.236416,  -73.074979,  0.742592,  2.584995,  55.144284
 0.480000,  7.104328,  15.327745,  -53.081093,  55.249816,  -73.893479,  0.753218,  2.461583,  56.733776
 0.485000,  7.458834,  14.354592,  -52.379360,  54.310696,  -74.674467,  0.763561,  2.343127,  58.302510
 0.490000,  7.717289,  13.595285,  -51.470270,  53.235519,  -75.204031,  0.770571,  2.263748,  59.377948
 0.495000,  7.962452,  12.911592,  -50.544683,  52.167750,  -75.670425,  0.776847,  2.193293,  60.349091
 0.500000,  8.106763,  12.424239,  -49.581100,  51.114061,  -75.932392,  0.780383,  2.153844,  60.899764
 0.505000,  8.347789,  11.871042,  -48.836758,  50.258836,  -76.337876,  0.786046,  2.091044,  61.786778
 0.510000,  8.537172,  11.422102,  -48.083824,  49.421843,  -76.637442,  0.790294,  2.044224,  62.456497
 0.515000,  8.701555,  10.999523,  -47.200241,  48.464959,  -76.882076,  0.793847,  2.005259,  63.019382
 0.520000,  8.779659,  10.710659,  -46.347336,  47.568832,  -76.987773,  0.795494,  1.987263,  63.281053
 0.525000,  8.801634,  10.495965,  -45.481222,  46.676620,  -77.005162,  0.795952,  1.982258,  63.354020
 0.530000,  8.801232,  10.332563,  -44.709081,  45.887513,  -76.987168,  0.795944,  1.982350,  63.352688
 0.535000,  8.810290,  10.174370,  -44.002058,  45.163026,  -76.980735,  0.796132,  1.980294,  63.382686
 0.540000,  8.761131,  10.104318,  -43.380074,  44.541308,  -76.888285,  0.795106,  1.991503,  63.219308
 0.545000,  8.721192,  10.019943,  -42.735686,  43.894625,  -76.804738,  0.794264,  2.000703,  63.085516
 0.550000,  8.597376,  10.036135,  -42.093524,  43.273419,  -76.589775,  0.791610,  2.029778,  62.664593
 0.555000,  8.624529,  9.892499,  -41.537895,  42.699629,  -76.604341,  0.792198,  2.023329,  62.757707
 0.560000,  8.566093,  9.843802,  -40.947571,  42.114178,  -76.482725,  0.790928,  2.037258,  62.556747
 0.565000,  8.540047,  9.761901,  -40.375904,  41.539239,  -76.408256,  0.790357,  2.043529,  62.466487
 0.570000,  8.417597,  9.801833,  -39.843950,  41.031893,  -76.179494,  0.787632,  2.073537,  62.036354
 0.575000,  8.268686,  9.891754,  -39.389819,  40.612863,  -75.903260,  0.784220,  2.111245,  61.500050
 0.580000,  8.194983,  9.900013,  -38.973252,  40.211001,  -75.747277,  0.782490,  2.130423,  61.229071
 0.585000,  8.104629,  9.913934,  -38.474845,  39.731597,  -75.550865,  0.780332,  2.154417,  60.891728
 0.590000,  7.988131,  9.986358,  -38.097207,  39.384318,  -75.311751,  0.777484,  2.186167,  60.448189
 0.595000,  7.888991,  10.042421,  -37.736281,  39.049675,  -75.097901,  0.775003,  2.213937,  60.062902
 0.600000,  7.838176,  10.064904,  -37.515685,  38.842360,  -74.982170,  0.773709,  2.228447,  59.862557
 0.605000,  7.828341,  10.030867,  -37.278701,  38.604661,  -74.939821,  0.773457,  2.231278,  59.823551
 0.610000,  7.922576,  9.870031,  -37.076629,  38.367877,  -75.093345,  0.775849,  2.204450,  60.194242
 0.615000,  7.878976,  9.878277,  -36.832625,  38.134271,  -74.987063,  0.774749,  2.216782,  60.023569
 0.620000,  7.928957,  9.770563,  -36.601476,  37.883136,  -75.053853,  0.776010,  2.202657,  60.219101
 0.625000,  8.021074,  9.593498,  -36.266716,  37.514129,  -75.183270,  0.778297,  2.177094,  60.574608
 0.630000,  8.151028,  9.387363,  -35.990192,  37.194307,  -75.381320,  0.781445,  2.142028,  61.065677
 0.635000,  8.246241,  9.226738,  -35.708647,  36.881433,  -75.512384,  0.783696,  2.117049,  61.417922
 0.640000,  8.318099,  9.089056,  -35.386533,  36.535157,  -75.595062,  0.785364,  2.098581,  61.679654
 0.645000,  8.384978,  8.958509,  -35.057241,  36.183767,  -75.665563,  0.786893,  2.081681,  61.920136
 0.650000,  8.417670,  8.861413,  -34.694866,  35.808636,  -75.672530,  0.787633,  2.073519,  62.036613
 0.655000,  8.532878,  8.695563,  -34.427451,  35.508622,  -75.825038,  0.790200,  2.045262,  62.441567
 0.660000,  8.569572,  8.599999,  -34.075406,  35.143894,  -75.835543,  0.791004,  2.036424,  62.568772
 0.665000,  8.593969,  8.517793,  -33.720709,  34.779865,  -75.823862,  0.791536,  2.030590,  62.652875
 0.670000,  8.625044,  8.440104,  -33.429122,  34.478132,  -75.830362,  0.792209,  2.023207,  62.759470
 0.675000,  8.614409,  8.396157,  -33.085256,  34.133995,  -75.760590,  0.791979,  2.025728,  62.723055
 0.680000,  8.572848,  8.391460,  -32.794223,  33.850815,  -75.647127,  0.791076,  2.035639,  62.580085
 0.685000,  8.634908,  8.293508,  -32.556490,  33.596240,  -75.708457,  0.792421,  2.020875,  62.793181
 0.690000,  8.661201,  8.214957,  -32.210378,  33.241450,  -75.692391,  0.792986,  2.014685,  62.882745
 0.695000,  8.634525,  8.194731,  -31.908935,  32.944404,  -75.596916,  0.792413,  2.020966,  62.791870
 0.700000,  8.645222,  8.151439,  -31.689879,  32.721467,  -75.574928,  0.792643,  2.018442,  62.828364
 0.705000,  8.645015,  8.113008,  -31.431769,  32.461931,  -75.527131,  0.792639,  2.018491,  62.827658
 0.710000,  8.675722,  8.046512,  -31.178395,  32.199979,  -75.529021,  0.793297,  2.011283,  62.932025
 0.715000,  8.682767,  8.020950,  -31.049236,  32.068531,  -75.515577,  0.793447,  2.009636,  62.955888
 0.720000,  8.729573,  7.949516,  -30.856628,  31.864185,  -75.553316,  0.794441,  1.998765,  63.113672
 0.725000,  8.836922,  7.820451,  -30.635354,  31.617785,  -75.679768,  0.796684,  1.974274,  63.470597
 0.730000,  8.913899,  7.722551,  -30.423372,  31.388205,  -75.757212,  0.798263,  1.957080,  63.722386
 0.735000,  9.039380,  7.575083,  -30.136709,  31.074155,  -75.890718,  0.800785,  1.929687,  64.125582
 0.740000,  9.117166,  7.480558,  -29.918892,  30.839890,  -75.962385,  0.802316,  1.913089,  64.371125
 0.745000,  9.165690,  7.413091,  -29.711788,  30.622610,  -75.990856,  0.803260,  1.902879,  64.522630
 0.750000,  9.218602,  7.331494,  -29.416324,  30.316182,  -76.005304,  0.804279,  1.891871,  64.686394
 0.755000,  9.337966,  7.207400,  -29.185064,  30.061846,  -76.128206,  0.806538,  1.867500,  65.050410
 0.760000,  9.410422,  7.119226,  -28.929039,  29.792158,  -76.174784,  0.807885,  1.853011,  65.267791
 0.765000,  9.533544,  7.000411,  -28.716637,  29.557587,  -76.300041,  0.810130,  1.828902,  65.631125
 0.770000,  9.672034,  6.869651,  -28.469207,  29.286308,  -76.433934,  0.812594,  1.802525,  66.030950
 0.775000,  9.765748,  6.780478,  -28.276539,  29.078128,  -76.515690,  0.814226,  1.785104,  66.296340
 0.780000,  9.876555,  6.676032,  -28.036366,  28.820257,  -76.606269,  0.816118,  1.764938,  66.604899
 0.785000,  9.955150,  6.595199,  -27.792760,  28.564561,  -76.650809,  0.817437,  1.750909,  66.820400
 0.790000,  10.111872,  6.466639,  -27.561738,  28.310189,  -76.796013,  0.820012,  1.723592,  67.242022
 0.795000,  10.222026,  6.366578,  -27.286892,  28.019775,  -76.866837,  0.821779,  1.704899,  67.532084
 0.800000,  10.366228,  6.252050,  -27.047671,  27.760848,  -76.984845,  0.824040,  1.681033,  67.904213
 0.805000,  10.507275,  6.143661,  -26.816927,  27.511673,  -77.096552,  0.826197,  1.658329,  68.260132
 0.810000,  10.557290,  6.096054,  -26.638322,  27.326948,  -77.110223,  0.826949,  1.650425,  68.384473
 0.815000,  10.673798,  6.001518,  -26.363703,  27.038178,  -77.175686,  0.828676,  1.632303,  68.670416
 0.820000,  10.760333,  5.927279,  -26.103345,  26.767840,  -77.206930,  0.829937,  1.619100,  68.879508
 0.825000,  10.862415,  5.847195,  -25.854554,  26.507502,  -77.256656,  0.831400,  1.603797,  69.122639
 0.830000,  10.910860,  5.794994,  -25.581103,  26.229273,  -77.236112,  0.832086,  1.596636,  69.236714
 0.835000,  11.053060,  5.699484,  -25.360113,  25.992680,  -77.333819,  0.834067,  1.575981,  69.566782
 0.840000,  11.142444,  5.628763,  -25.089523,  25.713171,  -77.355360,  0.835289,  1.563270,  69.770691
 0.845000,  11.151682,  5.604029,  -24.868433,  25.492040,  -77.300825,  0.835414,  1.561968,  69.791611
 0.850000,  11.213193,  5.553570,  -24.649224,  25.267101,  -77.303171,  0.836243,  1.553354,  69.930178
 0.855000,  11.363119,  5.458156,  -24.398958,  25.002012,  -77.390425,  0.838229,  1.532751,  70.262707
 0.860000,  11.423434,  5.404966,  -24.116535,  24.714792,  -77.367824,  0.839014,  1.524617,  70.394434
 0.865000,  11.515165,  5.345208,  -23.920411,  24.510351,  -77.403870,  0.840194,  1.512410,  70.592576
 0.870000,  11.529049,  5.318333,  -23.675855,  24.265835,  -77.339873,  0.840371,  1.510579,  70.622335
 0.875000,  11.689281,  5.231194,  -23.504366,  24.079464,  -77.452743,  0.842387,  1.489770,  70.961528
 0.880000,  11.665010,  5.222904,  -23.267348,  23.846346,  -77.348467,  0.842085,  1.492885,  70.910648
 0.885000,  11.719032,  5.182874,  -23.068692,  23.643747,  -77.337676,  0.842755,  1.485970,  71.023655
 0.890000,  11.793334,  5.128181,  -22.789494,  23.359351,  -77.318449,  0.843669,  1.476562,  71.177668
 0.895000,  11.771137,  5.121880,  -22.584061,  23.157579,  -77.222075,  0.843397,  1.479360,  71.131829
 0.900000,  11.922959,  5.041209,  -22.383768,  22.944430,  -77.307910,  0.845237,  1.460433,  71.442504
 0.905000,  11.931572,  5.023491,  -22.197373,  22.758709,  -77.248322,  0.845340,  1.459374,  71.459932
 0.910000,  12.068755,  4.947866,  -21.948726,  22.499510,  -77.296391,  0.846963,  1.442709,  71.734672
 0.915000,  12.177481,  4.887042,  -21.720401,  22.263401,  -77.319873,  0.848226,  1.429769,  71.948722
 0.920000,  12.235201,  4.850668,  -21.534587,  22.074134,  -77.306114,  0.848888,  1.422994,  72.061055
 0.925000,  12.216412,  4.842293,  -21.310645,  21.853865,  -77.198515,  0.848673,  1.425192,  72.024586
 0.930000,  12.339377,  4.780478,  -21.116903,  21.651248,  -77.244430,  0.850068,  1.410927,  72.261553
 0.935000,  12.416068,  4.737011,  -20.913853,  21.443613,  -77.237916,  0.850925,  1.402174,  72.407339
 0.940000,  12.620353,  4.646322,  -20.705811,  21.220719,  -77.352642,  0.853161,  1.379381,  72.788356
 0.945000,  12.544731,  4.662744,  -20.530146,  21.052982,  -77.204356,  0.852341,  1.387731,  72.648536
 0.950000,  12.581340,  4.636323,  -20.334403,  20.856257,  -77.156040,  0.852739,  1.383676,  72.716402
 0.955000,  12.451475,  4.670907,  -20.122694,  20.657691,  -76.931987,  0.851317,  1.398170,  72.474134
 0.960000,  12.731896,  4.553009,  -19.888997,  20.403483,  -77.106101,  0.854354,  1.367246,  72.992023
 0.965000,  12.596157,  4.593322,  -19.749557,  20.276677,  -76.907135,  0.852900,  1.382042,  72.743775
 0.970000,  12.553760,  4.593380,  -19.503982,  20.037576,  -76.747902,  0.852439,  1.386729,  72.665305
 0.975000,  12.526329,  4.593918,  -19.351466,  19.889276,  -76.645677,  0.852140,  1.389779,  72.614297
 0.980000,  12.568328,  4.567797,  -19.177736,  19.714216,  -76.602917,  0.852598,  1.385115,  72.692318
 0.985000,  12.686987,  4.512562,  -18.972654,  19.501918,  -76.621175,  0.853876,  1.372106,  72.910388
 0.990000,  12.666094,  4.508630,  -18.783155,  19.316693,  -76.502460,  0.853652,  1.374379,  72.872242
 0.995000,  12.590173,  4.529137,  -18.670961,  19.212441,  -76.364898,  0.852835,  1.382701,  72.732727
 1.000000,  12.698737,  4.482779,  -18.542836,  19.077004,  -76.409490,  0.854001,  1.370831,  72.931794
